CPF,ID
91593790569,508
69712359311,302
23040737484,22
74175085207,9373
37876592729,869
67617944889,122
96186322947,557
12023719185,11544
21244025166,10647
67604464217,4247
51534885219,1900
98071853674,122
35071898329,13654
62632940904,122
13776690530,508
80249099052,421
33597882643,9806
86521356948,176
88820324526,9373
19010750414,508
67816874722,768
66370331344,4247
75295440021,12211
50831921942,2067
24126196921,786
62801378723,6466
13428667311,167
34884561457,10867
18041943983,9016
97608404216,9373
94691619746,616
35294160587,2675
53318998635,421
18672047742,557
49362778769,12658
56946418549,786
23702180783,77
64079280966,9373
41873457522,2067
79327763890,10590
38037385959,670
84543559409,652
93597881829,10625
39458608104,9476
53113588841,2048
30188408620,1824
99183140943,1824
62282987373,322
10380338049,9833
94657772443,8920
96263632384,9373
11782660322,670
43277757589,11081
41298539357,6466
76155290079,129
58625592280,176
87625180504,243
95320993287,818
40598298660,9506
78454512974,9741
15181653096,10567
75554240468,65
17987757030,1538
40098738306,508
78523109974,19457
63098790340,9373
97676357361,9476
23374381920,4614
49611768303,19457
80406294803,8920
13374150993,1429
99666497891,786
84275675798,2048
44140471841,11635
56419036546,120
11619340578,508
44656458283,70
81893947589,11544
76954127588,6466
71446478471,176
85614049758,1809
98219602923,310
78559119461,2067
45740273174,786
15768600620,768
22421078090,70
40781805116,4247
55850646567,869
51040177719,1921
66684027094,77
73321684576,14128
97355421997,10867
82393399878,17774
26912045628,65
97101698369,2059
72712962644,10625
82619469067,65
73309495525,1538
76170360012,652
39454455057,122
78264401050,786
57835274006,1809
42910708506,1824
50043693626,11081
36953290214,9373
88760105882,652
97807838778,121
16874078615,121
26383161755,6466
26020947613,672
14723421637,1921
60544766875,1538
19363665010,22
32344687547,6466
53895702095,768
49614797463,2059
97461286959,22
95391260039,9806
60758424360,322
16031283751,19457
16231773636,652
48127809042,8920
10563247434,10867
68503967871,616
16124841515,302
65559520480,425
98070599558,2048
87022311029,8920
25543534358,869
43536802254,421
23784183708,2575
76550447432,161
45035071722,2048
95990204327,65
88431790029,9532
51197308386,2575
10910523155,77
99581857695,421
10715297340,670
33883553813,634
66705777685,322
24752305445,9532
77100968043,1809
57408399519,70
71233906315,13654
19948504089,670
24557410408,10625
37723363696,2059
36763993844,634
33085695558,9373
70111250647,129
33173192556,70
15050590273,65
24342075019,1429
56304667124,70
42022684822,9476
38981446426,302
74503453973,10567
77618993422,421
23354379334,129
52591845962,11635
70254942177,869
57037871281,1809
90137764831,670
69882957213,2841
91258291026,508
18951745735,13654
12098805187,425
48064396213,167
46720262711,421
42067739364,167
99906376526,10992
16210434725,671
40106937896,508
99341799042,11635
30878505882,12211
24149212417,11635
64537719629,616
60928556504,302
67972275479,161
25892978920,616
90147384625,425
59269632682,302
77362196760,9506
91397595593,10567
48215131645,129
51542340789,9476
43075009124,9833
76047994322,1824
31157943656,1429
77436966664,2575
77844899226,557
12249862638,322
40309329388,2114
52581808386,421
97701602964,9476
58375040116,10992
22805748876,869
40538732126,2675
20086211070,98
26871581334,671
39567856888,10867
13187245103,2048
66467459153,1433
62868296628,786
94204028184,12658
97129532564,634
88220584776,9532
44940686568,1999
46071095229,121
71277120906,616
96333643842,10992
47900140669,4247
63851880195,1809
10982269912,2067
91024787874,120
87610306817,2575
49170863136,2059
30790439921,310
58419913149,1574
13482863109,65
76998831981,17774
94787469098,508
20515910040,2575
50207656156,1429
29805383963,557
96030526068,1538
56518585122,120
90755180321,2067
24513467394,17774
21718765082,243
29660848939,786
30457682235,6466
87243803240,322
73689308468,955
36043855467,11081
35275973590,4614
97085616672,1647
37185046507,19457
86572765321,634
59571945344,2048
50035180832,671
20341821358,24
29587758427,310
70349683058,670
70993610960,2675
92267943584,11081
46142692076,176
13350784298,9806
10954746008,955
37057414085,121
66684630375,1574
54928924128,12658
83124003679,17774
40775798331,24
99895380168,9741
83876893294,14128
66595267108,421
89239807760,9741
45787813663,70
85910248361,2059
78295144131,129
97575189900,176
49832423952,12658
96236186574,1574
11055771184,818
39487699787,9532
80935119023,14462
32226450144,9016
13422618529,634
38512495766,634
94887676638,671
46337740145,652
25127469605,553
30366468407,176
86232576179,98
94450099008,9506
20741893273,1921
20973203879,11081
92986236330,120
31845991527,9373
49494519718,670
85881454912,10992
53276098753,9476
73257926643,671
78910872532,121
51166649527,9532
28479280685,243
36312171372,786
53318998635,1809
99826922609,2575
65345019195,1824
54183599003,9476
89927107884,1809
52585095168,2048
95293052917,9833
47739118650,1574
63084473271,10867
93517951828,652
56326437011,14462
86332080885,786
40379413993,2575
82074591386,24
49986093053,167
71919970118,19457
33324900315,4614
20515930314,1429
95224049870,2067
16659438574,1921
88704794939,1921
24460294187,1900
75923334837,14128
94028935276,70
38564822372,11081
69936758971,14462
76233835544,10559
81078293189,670
78941591946,4247
53854498672,553
46246528699,1900
45936461218,22
70363235709,553
73199482767,121
50541378002,9741
85472034152,1900
76831515998,310
65103706919,4614
96790603768,176
43106129896,2048
84336530602,557
66795313182,121
21763209057,786
28440151701,670
54690201818,671
73466191480,10647
67512164763,9016
58953768238,955
77662066610,322
38634798572,869
87017983643,14128
23356133390,557
94338622242,10867
52884535108,167
21646142090,693
93825112755,557
61787674652,4614
58706795317,6466
48307981151,11635
98163061745,122
30466895078,10567
92861225082,2575
43524962691,243
63704523152,129
93459052337,768
61450477179,122
74697945820,10567
10226769341,2059
19198756090,6466
36998056720,11635
55599143164,2675
44572908265,1647
76898385385,161
14262397670,77
30156017738,12211
68954173550,9373
51276936798,310
44023374367,10625
80540592789,553
47746422155,77
82284299249,9532
96149094903,786
11576848925,616
95007493769,2841
97097227650,121
97354780474,98
42276605917,4614
75071323036,12211
13252244358,768
63888288956,77
72186453518,9373
60300238944,17774
38808469709,1999
45095520105,634
55846722647,9532
84122617284,1433
55219312452,9833
19300395728,98
60544614078,634
85283270525,2841
35754381581,1999
38094639013,11544
12488245691,670
18911648285,2067
85909232609,12211
47950552865,1647
56199432161,1921
18994151134,1429
33472277350,24
59622541347,10590
98136003177,11635
34435313900,24
26479466715,9532
21757372660,302
17735765287,4614
49188649333,13654
88786612568,9506
37866482436,1574
47615745590,9532
64730133719,1429
13469998498,869
35832667539,122
76609082274,6466
28252837103,9741
55731279936,421
10956580981,65
33939728123,955
62620597716,9532
82941946408,616
91803983296,14462
18461842415,1429
12971129898,122
52991988456,553
66400655341,322
58336180343,634
51478176628,425
84040699330,8920
41591399586,9506
97518836081,2067
67297058777,10590
89537782819,13654
39493552753,818
33339439366,65
66879280802,4247
75759970610,818
71339330847,8920
29746802744,129
93489155882,1809
39931436382,2114
36637203076,818
66729645322,9476
84264178613,13654
85028340747,176
79586654029,6466
68821731867,616
60031976878,616
83624121844,616
64310983667,553
17008500848,818
71872572674,1999
73533084165,10559
74389957159,1999
77490214939,9741
81193752643,121
27406931614,17774
59862041242,10992
34736136637,1574
19913198970,2575
27189597501,10867
59826051821,10867
90152617961,1900
46916127578,652
96505943208,22
14439748181,1538
31558016735,2067
51620047375,10559
45436392968,77
95321975273,10567
30546681991,553
69424643959,70
83937310040,9016
20367170007,77
55188525118,2114
11135504600,1900
61720074933,10567
36222806746,2059
50374287459,553
58820048323,122
46738640037,10590
86509234221,9532
48571519968,167
18568000339,70
36509130108,616
93012059708,120
16750726812,65
77769824679,70
22116542787,8920
66274301107,12211
23742951018,9833
54090537538,19457
45739909136,508
10378112216,1921
48466721834,1921
28312207741,693
87726806667,1647
11150315249,2841
48825973158,1999
68596967523,818
91219075233,2841
59943139628,9506
24992303207,17774
13170022983,10567
13458989732,671
43281953990,786
15209640332,634
96910077979,1824
72078045024,1900
12994739356,11635
76171170193,129
39267044046,11544
11652793537,10590
37256711657,167
45214051620,1824
77690849430,2059
10255527417,693
60891639023,4614
97901533441,9741
16157095747,671
83919555214,122
89450958879,2048
97885017973,121
10910965720,2675
10080181096,8920
76708162185,634
38486248955,120
60620452246,818
63938222881,1900
71076435841,98
73797653161,14462
59085190758,421
25968405666,121
58055235080,11544
66349132786,14462
79532615484,77
65063986674,70
92856597350,2675
60132730852,508
14358197955,553
54833283339,6466
80769698954,1574
57778005491,2067
60689465095,955
63385257719,24
63947144741,11081
72728753281,9016
89053408122,1999
97339429319,122
90162937479,2067
93106566990,302
61195272779,1647
62239811682,161
65920357405,10647
42661181501,10625
66879280802,11544
80289291424,167
42538879700,10590
50902067680,9833
11702553783,1433
66487606302,9833
88273227050,4247
77312745876,176
81406051521,557
33197762807,77
62734941806,2114
27785432809,672
56968376943,19457
15908899691,22
98374171468,553
15671834396,1647
37024282552,2575
71628826851,4614
74005946687,9532
32485915197,121
50618924846,768
49031490026,11544
21398844362,955
18361465309,1433
63084473271,322
48123706564,14462
19553452278,616
46467482999,12658
78380275742,818
42163645749,9741
56809074822,1809
56273832034,1824
48513402218,670
43515794012,70
36584129734,1538
38056938105,11635
37302656552,22
40752635079,768
55793918717,10867
37768771654,768
28193245693,553
30144634156,616
64585300421,121
12882993568,9806
33503782321,1433
87175780281,421
37163328150,13654
17691989635,10992
82819676075,786
90284721621,1999
50136714906,955
76743460225,786
26259044891,616
96333643842,9476
31943489010,425
91345971220,1433
82646581119,65
14793278723,11635
35667520537,508
30384143660,161
31805462497,557
41979387455,4614
98240357040,12211
95696300663,167
78364231928,120
87121877425,6466
70532035361,652
31681802254,955
84884833611,2575
84446158334,8920
29592748740,1574
80249672870,1809
83175685344,2059
74958999742,19457
97567164685,11544
70744659324,4614
80057028713,10625
53366239179,818
74303771776,9016
76903539680,425
19265040244,11635
46781761067,1647
73685721674,22
98887828696,1429
60647697593,818
27092835465,70
40703592746,1574
76973553407,768
78232201600,120
16231773636,1574
86280284363,9373
63610464509,4614
24536782990,1538
82622009802,9016
30417301911,1574
74993503631,1999
36573153095,1999
70324628225,1824
81391799182,9506
94158662901,122
97771613304,2067
47315743596,768
71456660618,671
70910625528,122
21992689493,616
72943306479,2059
74374312540,652
49128737982,4247
39892453254,10647
30609095501,12658
21063067053,9373
96123055276,672
43938203082,12658
86275980995,652
44735100324,1574
49555315147,9476
20881129583,65
44465542460,818
75467692665,8920
29848701428,12211
75100296131,122
80497749142,12658
67554584152,1429
99120101463,1538
18748037106,2067
76787057517,9833
89708979855,10867
12451150055,176
71429188146,9806
74231372014,9741
43171179262,10625
60636739625,1824
22329395044,9506
17061801127,10625
85794383082,693
86581304492,13654
38115605780,17774
43764732624,243
86792774740,10625
97567980773,6466
78932351362,652
50356383569,322
96952632249,2048
54051313355,10647
88117830728,10992
51101989316,12658
24239559358,243
54790187378,10992
60040847217,302
83991871954,671
19883851876,120
45575945441,8920
66579542685,129
69093110444,869
20561304575,693
79268587209,17774
83013158105,11544
10092440765,129
52370625496,2675
94724161316,12658
68558480437,9373
17674635408,322
33488457080,4247
82770100119,22
13196582851,65
72713456711,425
78740491179,12211
34784469456,4614
60418373587,672
97880749321,1999
99406108084,8920
49842303838,19457
44060112205,77
96858452425,1900
48535784646,4614
57869863118,243
48744874116,693
36120422768,2067
70881740620,553
80648872280,6466
19985507570,77
82093576836,693
94470205909,425
33100813796,553
74208574508,10625
93570738670,10559
12235932350,243
71350288015,17774
46300526129,13654
29558756303,1538
86091398079,1921
98522137008,818
60772587457,2048
26059611435,9806
13564086816,13654
35902161152,1824
23672310339,1574
56391316915,10992
61950070520,9532
27490293469,2059
14262695396,670
63579156690,243
96425068620,9806
39950973175,508
52058627022,14462
12916136860,10559
88933501179,13654
19873170387,508
97118827399,2048
96377740868,2675
11931349878,616
97349904498,9532
26736202768,9833
92038930808,2575
66939084230,4247
12343208822,14128
65543644287,2114
25848383785,671
75090531799,421
10255670478,693
58230714906,10992
71931458993,693
97214083849,2575
63720189237,1809
55362317196,10867
41619095748,9476
81060680583,1433
95169052679,12658
49726828772,243
72705460160,955
22455210837,120
85660356625,2059
11565521913,161
20778648777,616
44879670968,9016
58696264252,10559
89863522172,10559
84442741186,9833
22479037047,9016
35624717583,2114
37923101798,2575
38703087637,14128
21521696213,1429
83633575089,122
96690119143,161
82743432299,670
46239795597,2114
76745235053,2575
59500819660,1824
95450867647,1647
79968548911,768
37686468645,1900
50823292303,425
30915846894,167
53680453895,167
31343059570,1429
18668380219,9741
89643113363,1433
43835595284,2059
91547550020,10647
16397330754,167
47607011283,9833
88465491153,10567
44560583263,10590
80100854714,9532
73579551757,10992
48136680299,161
45408151977,14462
88041667897,2114
36735670454,310
35245981072,120
28553662132,14128
29669572591,1921
90709008348,243
21777055481,616
22893621283,2675
25271689721,671
94736980701,1809
25448100490,10567
14198385352,9741
78701007589,768
51428138480,322
21297440531,70
65119137176,8920
11255832171,11544
43217397350,13654
10006479079,10567
21963020062,421
65369165959,11081
41476262087,310
24858567460,19457
85145506498,9806
48840319497,167
19175793048,10625
20563915301,1900
17417620071,10567
15726555257,22
11637566829,176
51017682409,1538
84634150990,671
37556780333,425
19855262445,421
42669206567,14128
65270542658,243
44120141317,10867
52095286083,9806
75714247734,2059
87298782264,11635
74138700681,98
96929090801,19457
13681284702,634
91556951384,10559
58706795317,10625
18134060829,1921
13866954058,2067
81647276302,12211
65046171264,176
66902851391,1921
44921232796,22
13868247616,693
54189441510,9806
95455382103,553
10306481705,672
51094894754,10559
98599580380,2067
97233060985,4614
64841530504,2067
96253404111,652
55236463080,818
51670646226,671
33900095876,10992
59905746549,70
46972620918,12658
21236699386,2675
62624195000,14128
61723784775,176
44431188124,14462
65920295531,10625
25917613533,1999
26146075068,19457
29977813612,14128
68308927632,129
13768532270,693
13892735736,2048
73597200293,10590
26485353606,693
66264348065,768
34248909835,10992
55820823573,2675
29199978233,11635
65473840175,2067
10781056556,1999
91287176588,12211
45889728423,10625
85249197152,13654
81001558629,4247
88205440170,2067
23041969278,671
47038609552,672
32628617589,8920
52667022350,671
14173926389,120
83996503260,65
14189462158,19457
84371330900,10647
85726329306,670
46861440990,672
52349550389,19457
10955737295,425
81169348747,786
38341776111,129
39732823472,9741
12640656235,22
56158954568,693
33064840615,12211
77731853277,1999
34275720813,13654
50560940386,12658
69867589040,1824
10019701429,310
37387135525,553
93768128707,1999
15941492917,693
26413145932,634
41553492469,11544
35268476221,421
43623423701,70
61787336939,1824
70044544638,2048
77340276110,2059
65539843094,4247
16442855025,13654
33046233866,671
23831644363,1433
77232685501,243
30682441665,22
73913775837,11081
54675749992,693
89547210879,12211
74928169932,2048
20127714375,2675
81277455599,2048
48581829512,9373
88642066672,14462
34025734566,65
62978191904,1574
21808758593,17774
47853673518,77
63009009758,2575
44211519194,120
39649244148,786
43804576495,302
69300984129,2114
23509745239,553
73747539394,10559
35182973675,9476
26057567799,9741
49941807654,1647
65208849789,17774
77382164603,955
29380145331,1824
91352015230,10647
18358932224,671
93419409086,1433
41234280337,24
73336165175,11081
22971089317,4614
35418302759,12211
47538995705,671
13421806311,9373
68343250186,2048
63818948183,2067
64612791688,11081
43921567893,10625
65893922330,24
55382747601,818
31256628761,553
26294713781,818
66433612083,10559
86803624472,1809
19717510557,121
27194502885,1647
43078934150,869
99802601620,1824
92912526199,508
39488328235,120
28006946396,2114
98351603898,19457
90132711408,2675
40453491160,9476
75027162195,2114
50918592958,671
19884415507,70
67363873605,421
15647342072,4247
76143659049,8920
82708077943,167
48761836474,10625
81458174538,243
78515164345,120
92995061855,122
28176834077,425
67664091164,12658
31805895430,70
36796963223,10992
15630576407,19457
95168630770,10590
90525128315,670
84252702989,557
35843912686,693
39145345396,10625
95827850136,2114
48174677543,421
29065012071,11635
43483138220,2059
47106383737,421
85809576648,1921
75218788546,11081
77672390436,1809
34968639844,2067
12397265690,14128
38312078758,302
92232697976,818
82109013042,14128
37972896603,10590
31504996225,6466
22201475759,10867
62006143886,9532
50410152082,70
37269262479,10867
25293650824,1538
48253511776,1921
65477732464,1999
67869542742,421
45760804886,9476
21940341379,161
17209154637,24
52589011051,10567
45840658433,2675
72305099145,869
89538670748,11081
12948677141,77
15320226154,1824
44320504787,10567
33612101284,70
79341189026,129
59522183008,161
53080690149,77
70345375677,9741
74864177446,9806
45645551342,616
43505860278,243
98593607419,129
46621954675,10647
70387201748,818
14153031154,10625
81043538444,2675
38551393646,13654
11397262972,322
31417748184,9016
78815650164,1574
72838611888,11635
39237447298,9741
28154431217,6466
90882311974,129
70721813168,1824
71268347450,2114
13075526695,425
28505434388,2048
53027865575,9741
23789483562,768
36472557937,1809
24718754358,652
14748632780,167
59521429982,672
90106767052,9806
19914868167,9532
63554261060,1809
85122721523,693
64659198059,616
36300378251,9016
16213567457,167
83016743730,10625
93173298062,322
51139513456,22
28398108908,6466
94376274859,22
52677855019,421
83376876642,302
97361702781,120
47872844918,9806
53432165274,17774
63816647709,10590
61695556729,2059
23290452599,9806
56161803474,10590
37617623850,1999
43994232343,129
55773719602,421
76826544449,9373
37031588770,13654
83821703439,10567
19303137054,9506
47838395329,8920
96986171098,670
27397438409,1824
54513536377,10867
35848130072,10625
32882023755,671
64134052613,4247
20995087979,1824
39987806608,13654
32928616207,2067
79341189026,2841
58265015713,10992
21101914128,9806
30897199942,9741
13369170410,421
70783333758,1999
86127943045,421
14864753130,9833
71858425142,2067
39553775882,652
30720728350,302
91190118576,557
92774030151,9506
78016077083,9476
68791461520,10992
42216696301,9373
29627473551,652
94402838992,421
10144404547,616
73599216177,302
36738637711,9806
44111687362,10559
98830735102,24
96565417296,11081
26550492329,955
89896934285,10647
17195497752,10992
37712580663,1824
46448792495,1809
45663184172,10559
19985777185,9476
93641382085,634
64133524225,2059
33291815198,12658
97951337038,1433
86175809638,1429
96014259192,10590
73692426193,65
61052487331,786
48211719527,161
76590970095,2059
34577563290,98
37730331690,310
69986387301,12211
69780663782,22
36285272447,10567
23023221826,176
24052722788,14128
81175014699,10567
78636268655,11544
90780142116,1429
58300798278,768
16746381644,693
28960577565,2048
55453786121,14128
50474956013,786
78563323183,421
37116820471,11081
72273309773,693
20928186471,1433
23483346265,2575
31310336541,955
84726870636,670
54968249335,869
20067502885,672
29558599295,9833
90714362830,8920
14963757889,9373
48005087875,13654
65069438129,310
94534506354,2575
84310922835,9373
52637461118,176
39325355664,652
98737006632,869
25559751498,9506
37016283151,1921
69923503224,9506
81751896726,869
59740302663,77
12899278997,1921
99005536814,19457
74215535099,9506
78637439385,302
53588237881,634
27365133492,634
72448558101,10625
44767175099,129
30999451356,818
37834612806,10647
99914657118,8920
63863487694,2067
26836433996,13654
53273845069,553
63549503349,9741
65609075665,129
40008464440,9833
70838105610,65
96723970186,1538
33924650523,9016
51136717789,1999
71138016039,2067
93867936760,1538
19274883435,13654
28510431217,6466
38750847190,1999
70015444737,167
50934976226,1824
97141981146,10567
98314954505,122
50196166751,818
86727313449,2048
77290673769,11544
58399123305,65
10737329170,2575
24367449412,122
43865750563,11635
15850299604,22
25400657875,11544
69180690338,302
39924975701,1433
68222343988,672
54649913580,1809
78527918441,8920
64071724899,10567
16352361967,322
52003589934,129
23402152358,322
24486882190,121
42918087577,14128
13060343642,693
38416467039,557
60723946843,9806
95743547189,1999
57819528068,10590
20081558562,557
20915469414,2575
98941354811,8920
94609245532,161
72445976190,24
17111783273,1999
19806366304,425
50791778588,9532
61208346382,1429
38652393030,1538
99375812848,6466
55665392929,425
88592393108,1433
28823064473,121
30140051702,1433
14358211300,9506
52713120478,98
93670153387,310
35354160523,10567
80786277947,122
91022826618,671
60685541297,768
36358466865,10567
73668763856,9476
55599167730,11544
96462056467,176
71552020832,14128
48929151868,70
80523737041,12211
84536335544,671
97486344483,1647
90633880977,121
62710878995,176
78688983549,11081
36740297331,11635
37333916526,508
23670172837,14462
32832677383,652
35841321448,9476
15153355532,176
72558452571,652
32557756529,4614
97808082271,121
96280306962,693
65994555370,10867
58326732099,1809
13680133280,1900
86701999289,1647
41450018116,12658
53161447873,9532
83448830533,12658
17887102812,869
72330679855,1647
83134476281,2675
18370771843,557
48969175018,121
31922571528,9016
46309322882,10647
89240140111,9833
37952070482,10559
14391554160,10559
18599524009,1647
77262316801,2067
58984598756,121
80921214435,2059
14593117276,10647
21040922306,12211
17174122452,8920
35336006468,11081
24547571523,9016
33790329442,9476
88157762466,65
92993537339,19457
12862511565,616
32762532141,652
77760479764,955
84954397671,671
51199246079,869
37516003311,122
17715293203,1809
28565779321,12211
60501298902,869
40744999282,2048
22417319347,9476
41256807579,672
38873572414,786
62296194064,1429
43816640409,786
31698486889,2059
65263888743,869
77089442786,8920
32641266161,161
40124349594,2048
16124111982,22
36456741345,1433
74071725878,2841
29543004751,2048
95904755718,310
38161677244,1809
49376934879,421
56388908352,1900
32471452405,10867
35515877996,553
67387765770,161
80047382644,9532
36885826286,10992
41480573248,129
30069566663,14462
14831215956,672
61553865332,4614
68073152500,955
26548472628,1809
43174848343,2575
57844632212,1900
74868985438,2114
85066651362,129
34146438625,553
97874776775,9506
43390299081,302
18584632945,22
23449007407,616
90350177113,9833
62029658538,955
87684049378,421
92520389623,955
57312479629,557
70270188620,1574
75428833684,1921
22677431110,955
92167389058,10590
60772587457,421
82207780083,9506
41022545348,12211
49530238844,1433
97828673925,786
40435607071,553
65513372890,14128
56655119447,8920
70988604245,2575
13749530264,1809
35012387879,652
43896052664,19457
95312371520,10625
99560062861,2067
57029443197,1574
95069624656,161
70451317872,1574
26594733883,2675
49626802153,557
19937049803,1921
62653751226,634
69634828115,2059
99923717864,1921
55339516352,670
23763323811,2048
58002809776,121
96936708553,670
44981014273,129
95059335768,167
25286849208,10559
91634152202,176
40404855995,652
85383373130,2114
19329210677,4614
37173505007,9016
87678881682,13654
61243315388,9532
87877186217,2059
47877188816,9833
91615456058,425
47535595226,98
67869230385,1574
75438778070,425
58082863868,1900
90761822560,22
14328591157,9373
57923585997,13654
44598846644,10867
97542419529,1824
91771226522,10867
55500199630,98
98769996211,1900
88059729955,12658
68317887739,9532
40805994768,8920
34496929053,2067
83845308080,616
22364917686,1538
16085466896,70
70969037361,9373
43171179262,8920
59224680081,1921
78176585795,310
71652591287,98
85646254695,2841
44945920945,671
12891184118,10567
74442270232,176
26265624041,1647
97601631926,1809
86260604177,557
71783744450,19457
64825693579,9506
89702318802,1921
85543309309,1921
99200351811,24
84697305475,955
97754383678,1647
51534885219,9016
59659128854,9506
34853776910,14462
98639892471,616
81867550737,508
15361190125,12211
97338964637,22
22413615374,6466
73236064728,8920
85304302210,14128
76514035929,14462
58310652108,12211
52724001277,9741
26479466715,2675
73166974740,2048
74894487424,161
71581519747,670
49577831564,120
54643066160,671
35832770136,634
64652138455,10867
89892415524,1809
80542923321,70
27004515526,24
53350721410,2575
20911991409,11544
64913847134,243
96647345631,1429
38916475516,10559
63758460383,14462
89800979682,10559
39508587569,9373
48971852382,161
73285122010,9532
85695213718,693
11580567575,12211
52044371965,2067
98621030841,557
27164270431,1429
74445674162,634
55883802703,11635
90564658681,10559
66803479635,10647
74421100745,421
87791381585,652
97517086154,10625
32123015076,19457
16839596337,13654
26514508818,671
16146440561,9476
68424633408,121
44072853299,10567
30930104885,2067
80563477659,11081
91193341870,1538
21506808208,65
81476647700,672
89517279141,19457
74999588212,10867
32123148721,22
27384824562,121
57904637553,98
64508361916,955
29198007236,786
78987255735,425
41745263522,121
72183371665,10647
79782372396,652
48610428083,425
55774250772,2841
58400154334,10647
36282336304,2059
30617869063,2114
25053008047,10647
31960442322,12211
84077301369,13654
18938368245,1900
90928842403,1433
93829458995,955
74717730435,14462
92150570044,14128
61859144901,10559
38609967206,129
75414742499,2067
25186641541,10992
31018626496,122
60416806689,672
75758973739,553
73675227678,302
42877268692,1900
12335915214,11544
24777263144,129
10622370607,10647
36624495111,2048
75447174169,17774
74414313212,869
87255505376,17774
82706442835,120
55138297940,652
62189851143,167
36848233472,2575
60135907792,634
31382052231,869
32335963608,869
92430868067,11081
22786086735,421
44582678066,9016
36767959923,768
76984540487,9741
14674272165,10867
66374748985,672
97632174902,77
49418774138,671
33374165678,9741
48898346741,768
67128484926,310
35703639278,176
73339533423,818
60530062420,13654
31250704449,70
41132333856,4614
68076268798,11081
12435263337,1824
50328962374,167
89910307067,4614
58205982545,1574
87783902071,1433
53723072326,869
99563905259,176
82573891249,693
67162762962,670
17720398788,2841
90810833295,322
57231063401,12211
92772548428,421
12731933277,2114
48202272037,22
16024405935,10992
73851041477,17774
89967462946,2059
85448370279,176
33601995812,10992
67175191727,2059
37633863868,1921
70781540270,557
20871958342,98
60464775738,322
73755802569,9476
50108864367,672
61561791476,1433
53225469081,425
94602180666,10590
56567201015,11544
22413504154,70
