CPF,primeiro_nome,ultimo_nome,sexo,idade
85254511969,Barbara,Stephens,female,73
47194417604,Robyn,Shamp,female,86
65554946640,Arlene,Florence,female,79
45431514028,Minnie,Buerger,female,53
65100150015,Matthew,Shaw,male,30
39921891569,William,Ford,male,2
50861970910,Deshawn,Eftekhari,male,99
74915142033,Ruth,Harris,female,54
63387750543,Alicia,Castro,female,51
53872248146,Richard,Boardman,male,5
92139663755,Jean,Neilson,female,16
52324042164,Nicholas,Goodenow,male,78
66486621011,Alice,Aurora,female,26
14478561739,Phyllis,Noyer,female,2
54778903593,Patrick,Hooper,male,86
38522490281,Mary,Gibson,female,36
31177998350,Michael,Mayes,male,82
84946548435,John,Peavey,male,61
38634798572,James,Trahan,male,28
37578105092,Danielle,Johnson,female,57
30006261589,Terri,Rinehart,female,19
99656034730,William,Arias,male,58
74266174873,Regina,Rauch,female,80
32600178188,Lisa,Lloyd,female,34
31920462776,Lesley,Darby,female,16
22576087520,Roger,Martinez,male,100
74105886520,Donna,Franks,female,24
12524662882,Leroy,Bodrey,male,90
96632149734,Sherry,Oreily,female,49
49469282496,Jimmie,Miller,male,9
33975043209,Philip,Zafar,male,24
99494852482,Joyce,Yamamoto,female,73
71933477336,Jacqueline,Martin,female,48
72026390325,Kacie,Goad,female,62
39610562524,Maria,Driskill,female,72
79801734521,Gary,Mcdonald,male,12
19717712369,James,Green,male,9
67346490496,Sharon,Miller,female,62
74021201114,Lillian,Smith,female,98
54428713487,Lee,Gill,female,92
54922884629,Shelly,Sanchez,female,84
92041398312,Jeffrey,Shaw,male,66
42125103572,Walter,Jensen,male,32
62785545227,Ella,Dambrosio,female,87
11507781727,Barry,Shanholtzer,male,61
65589935480,Jeffrey,Nagle,male,49
30014095843,Tamera,Daniels,female,2
84201541590,Michelle,Mcinerney,female,99
65317181117,Antonio,Trivino,male,47
20081881067,Andrea,Boehm,female,10
52235586274,Glenn,Baxter,male,60
23953665911,Adriana,Garcia,female,84
32807355312,Dustin,Davis,male,54
54050401502,Samuel,Pedro,male,83
52950014643,Terry,Gonzalez,male,96
95037308551,Paula,Russell,female,87
72422908352,Scott,Thompson,male,100
20671571747,Eric,Highbaugh,male,12
15919858701,Norma,Weekly,female,53
58178977872,Derek,Rae,male,60
59156656863,Bertha,Grenier,female,69
63234274016,Steven,Hyman,male,12
10343372064,Mary,Goodwin,female,9
30466194823,Bryant,Tinoco,male,59
15879482352,Jerry,Aldridge,male,26
74451017436,Kenneth,Miller,male,40
27172968430,Curtis,Booth,male,30
65786703648,Julian,Davis,male,28
97588130501,Carl,Reid,male,56
89950348286,Erin,Bosley,male,84
52471786111,John,Breton,male,38
33150322802,Arturo,Simmons,male,74
87127120274,Juan,Davis,male,5
35409685657,Katherine,Plymel,female,25
53554110469,Helen,Gailes,female,12
21051093984,Emma,Williams,female,13
49862060197,John,Kight,male,5
62043016583,Megan,Kramer,female,81
49855829697,Alex,Tovar,male,52
71399080421,Thomas,Tucker,male,85
79780493362,Frankie,Mccann,female,78
34772695121,Su,Sanchez,female,1
34257719694,Luke,Kellner,male,74
31885859373,Johnathan,Becnel,male,93
66690387754,Cameron,Mccary,female,8
61425235690,Dena,Lynn,female,100
85800375499,Mary,Marinas,female,35
81642641095,Sheila,Clark,female,51
72944927415,Ernest,Hill,male,100
31768004031,Kathy,Belcher,female,54
72051246679,Olga,Ayers,female,65
32967466770,James,Alex,male,88
36847846647,Wayne,Pittman,male,66
65036740172,Christopher,Armstrong,male,87
23751497350,William,Santi,male,66
21763209057,Richard,Phelps,male,18
31543590881,Chris,Young,male,31
74709812167,Kellie,Belanger,female,40
56793096097,Terry,Sylvester,male,87
14694369297,Hazel,Newton,female,73
38832162245,Pierre,Kelly,male,89
59863218792,Marilyn,Pickering,female,8
40291718360,Michael,Aguiniga,male,70
90456000552,Emma,Thatcher,female,88
66326628494,Mary,Andrews,female,80
56441478802,Clifford,Hannah,male,23
53734420170,James,Burgher,male,38
28916646013,Kenneth,Williford,male,62
63994356436,Evelyn,Miller,female,54
93716425893,Lorraine,Henry,female,19
11667790918,Sonia,Morales,female,87
64571035630,Matthew,Basham,male,10
59599550785,William,Delgado,male,70
50854317679,Daniel,Rhein,male,98
13500854462,Albert,Hill,male,10
70817437759,Blondell,Carlton,female,46
78081622420,Lee,Soto,female,93
18019909640,Terry,Nguyen,female,17
49281693226,Gerardo,Higginbotham,male,47
73353302603,Pablo,Tate,male,98
38552414028,Sharon,Wood,female,29
76020909654,Christian,Smith,male,28
37514805460,Richard,Tolbert,male,16
11555571148,Albert,Solomon,male,23
44529184689,Beatrice,Gallup,female,87
31719614874,Timothy,Reese,male,51
27806394663,Lane,Puffinberger,male,26
54611838086,Leigh,Ortiz,male,78
88205440170,Judith,Gibbs,female,13
45544483281,Joseph,Jackson,male,64
39576275052,Charles,Putman,male,21
63467968717,Cyril,Berlin,male,24
27064520509,Wanda,Langley,female,73
97815583052,Thomas,Cramer,male,98
66938058878,Perry,Dickey,male,23
76320815190,Patricia,Floyd,female,26
54786426039,Willie,Hoagland,female,71
52865675234,Gladys,Barber,female,70
31492579543,Amy,Bays,female,90
74005334542,Ana,Noah,female,82
54366263085,Phyllis,Hornak,female,89
49802513926,Andera,Betts,female,47
78235088615,Reginald,Fernandez,male,89
53265054055,Amy,Ryan,female,39
91740059504,Thomas,Thuss,male,52
44130025108,Geraldine,Wilson,female,96
81947287161,George,Moreau,male,11
34392546280,Eric,Oliver,male,92
24943669402,Marcus,Mccreary,male,96
23364619806,William,Johnson,male,51
87497096798,Sarah,Hymes,female,85
12375665361,Dennis,Young,male,31
13934096913,Bessie,Swinney,female,55
68746688697,Sean,Budney,male,15
76916523214,William,Hubbell,male,78
65874728134,Gregory,Hudspeth,male,21
28294799149,Connie,Ovitt,female,83
85599669323,Karan,Strawderman,female,66
43734876260,Marjorie,Pitts,female,75
63824081148,Raymond,Hill,male,46
30255903589,Frederick,Dingle,male,37
71859759932,Michael,Martin,male,45
51127301318,Grace,Ciaburri,female,30
39704992613,Gary,Porada,male,86
89617818859,Jesus,Hubertus,male,23
47228205564,Irving,Fitzpatrick,male,52
36461904113,Amber,Meredith,female,1
60114042783,Duane,Stroupe,male,69
24943270937,Linda,Perkins,female,74
47173756947,Ralph,Thompson,male,62
53289283428,Dana,Melton,male,8
57775338816,Elsie,Velez,female,70
23869551132,Brian,Austin,male,39
15718400921,Vincent,Williams,male,83
85615077494,Richard,Gonzalez,male,50
61591819045,Wai,Lacey,female,29
67246640092,Marty,Serpa,male,85
11738698621,Eleanor,Baker,female,29
44180176799,Virginia,Conroy,female,42
44724330203,Matthew,Mason,male,60
97399730241,Henry,Brockhaus,male,43
66432245464,Marilyn,Hood,female,52
64319551004,Steven,Wilson,male,65
67600588100,Sharon,Marshall,female,32
50169110076,Karen,Shelly,female,68
98597690457,Brittney,Smith,female,13
25404582076,Adam,Bullock,male,51
46253770262,Jason,Measom,male,10
10111463315,Kristal,Nevins,female,45
53989705594,Karen,Tucker,female,100
20312959097,Tresa,Ortega,female,75
77987804189,George,Anderson,female,10
81742526704,Alfredo,Osborne,male,85
23315968667,Paul,Liles,male,16
48917591744,Martin,Doyle,male,24
24871125639,Earlene,Peters,female,28
66865456555,Lynne,Gragg,female,35
39673693089,Otis,Steil,male,67
10001470475,Chester,Baklund,male,23
77290210580,Carol,Stark,female,66
71970776503,Nora,Waller,female,46
84275150322,Joshua,Loos,male,26
39624864148,Frances,Mcwilliams,female,97
47749798338,Nyla,Denny,female,8
26700232387,Ana,Mangiafico,female,59
19752186774,Brian,Reese,male,16
47730431111,William,Solis,male,69
63085340335,Martha,Madina,female,18
57646406025,Pearlie,Brooks,female,14
97890669423,Warren,Williams,male,57
63166906963,Jason,Partin,male,16
51237662392,Robert,Campbell,male,27
69975932839,Elizabeth,Vincent,female,87
76471447111,Cindy,Miller,female,8
85071566010,Maria,Bloom,female,5
70995383076,Judy,Ragsdale,female,37
22888153504,Robert,Seith,male,97
28393072255,William,Akkerman,male,43
27062931945,Tressie,Johnson,female,8
37934155451,James,Mcmorris,male,33
33906313758,Raul,Delacruz,male,25
68604534172,Kristen,Mashack,female,70
71874930060,Robert,Cole,male,72
35598384310,Sandra,Horton,female,43
96038846321,Dennis,Rogers,male,6
65582696476,Willie,Patrick,female,32
43224876321,Kimberly,Wingard,female,74
72632270391,Yvonne,Grillo,female,68
80300907955,Patricia,Chewning,female,90
45286018686,Dolores,Robbins,female,20
18315357394,Matthew,Hamilton,male,65
39588870013,Tina,Chapman,female,44
77737507303,Michael,Pollack,male,59
46622342005,Donna,Finzel,female,40
25790877139,Sean,Kim,male,41
66212797026,James,Baker,male,39
97497289715,Rebecca,Rodriguez,female,32
63026001655,Janice,Bousquet,female,86
37918511097,Richard,Thomas,male,69
17238879566,Iris,Elmendorf,female,29
34433497330,Kathleen,Day,female,63
81895513559,Roberta,Griffin,female,6
45880529758,June,Ward,female,74
93484022108,Agnus,Cleveland,female,64
24331192179,Mark,Brown,male,70
75343373661,Wilbert,Gordon,male,33
