CNPJ,CPF
18281739518582,79319340379
72940236893833,35222416878
74549080594929,34210612154
74549080594929,77472759415
82165497775159,33946953804
96758550393062,23623723355
49341182316212,54829232035
38045647514401,61577359667
46097289636674,86864467950
82165497775159,15511958420
36165256900022,87920257310
74549080594929,10563247434
14449365346203,21724050762
27745130881963,52679990828
59108194804780,66758829911
82874747428016,38609921218
54815793842573,84273763217
65012305574195,11223085298
59108194804780,29170401634
54815793842573,42203158722
96252915496527,90724417702
39280180505111,17913176350
79522914976349,89730854374
17930212248350,96645802364
53902059683323,85249197152
19340753971102,50411067514
93922386015918,41923281840
31161948922058,37963161154
91166863731899,91531777984
77363555522414,30963107794
69595295206961,13411251725
82011566347608,81116124351
29394446117338,88592393108
84419120657576,42207129665
31032450253537,81338520592
79188359316833,81414454007
20077990191341,76595152560
82561615894649,61583136008
25513712398394,94069204081
68312882938921,72383760885
52353336284687,37115521673
40118078390691,93418349840
98350280848017,48535430470
97990733908995,40703209343
77363555522414,58852328143
80197117608063,11981568469
97811619447236,45890335263
29985749885620,16523873827
61921603224803,71430548658
18281739518582,75812996997
92472164654253,15016988403
29394446117338,72067847866
69595295206961,25247829740
96758550393062,10929352106
56114895756964,80870115573
85443217227750,51510745334
72940236893833,21296094434
12889672508035,23737366991
54815793842573,81498287090
55841356143005,45314620667
24366148453943,32130597579
47826093703467,77296802668
77363555522414,29411041689
64411873825172,11458164982
37698948044599,20585765256
68773749662947,30826989924
17930212248350,19287956323
12889672508035,99420528183
94312606099957,35012233227
92472164654253,21002850434
62668877819131,76831093040
38045647514401,97224252968
83278808046270,81023424721
61921603224803,10166936668
18281739518582,59996488632
37807480399323,90279496623
20077990191341,42798447861
85443217227750,95298830679
31032450253537,67156697337
36165256900022,42895316380
49341182316212,13203198511
62668877819131,47310095892
96758550393062,51457815541
91166863731899,68262274304
82165497775159,32695241400
61303513933329,97672540860
77948010861427,70805128120
80509909102767,66181908300
29985749885620,21639110588
85833961954628,27394325598
96252915496527,93594891991
49341182316212,93818621970
53902059683323,63245306571
92522664749144,33274305676
33348500404737,23764358611
82874747428016,48491903027
94823868628552,72866279004
95386174431158,14847644406
96446561698593,71279771532
17930212248350,99965373155
85833961954628,56080696747
77948010861427,47780404952
83278808046270,45705479281
17930212248350,38177992739
59191751694955,96343350857
82622589316584,35846581224
49341182316212,92798179394
37698948044599,43103930806
77363555522414,98391002386
82484311618001,11247177225
32146474794536,10719046774
45295288702545,36286786781
41917072548596,93973448473
37698948044599,40833114729
77948010861427,25891758542
20077990191341,50157172630
12889672508035,30080547948
40118078390691,10324306622
96758550393062,16736927396
31032450253537,89838852577
75879460602581,14394721750
49341182316212,62425732288
49341182316212,25700302432
17930212248350,97978650347
78376027409410,67643542246
93922386015918,74304949986
79188359316833,60260088715
40118078390691,41174951366
10583135150296,22297072923
64411873825172,87574161204
77363555522414,79992818758
45295288702545,33511460580
61921603224803,41373285447
29985749885620,71963039489
79522914976349,59692209819
33627455438980,27919827640
65012305574195,61052487331
45295288702545,78791943283
59191751694955,56949785851
79522914976349,36942882625
31161948922058,33085153185
37807480399323,62148161642
82484311618001,76499201773
53902059683323,46774460630
45295288702545,98230404925
77363555522414,49964917863
37807480399323,24056017837
68312882938921,81657663714
80294934452936,37904671861
55841356143005,25402197884
47826093703467,64309779143
69595295206961,41309526561
32146474794536,14904042041
61921603224803,93928183289
27745130881963,32526155489
14449365346203,58949514846
82851329951625,91452467188
39280180505111,52112386896
94466310402991,74577019999
41418339362464,73185701125
79522914976349,15345315285
61921603224803,62175118081
31161948922058,66194124206
96758550393062,76527183292
65584843227507,18245499535
92522664749144,47028322653
19340753971102,19845149855
24366148453943,59376540765
25776742292783,95632508007
62749743857167,68243035939
69595295206961,93567696875
59108194804780,88174137490
97811619447236,83908794882
61921603224803,57819760298
93922386015918,34446613246
65012305574195,62697614567
56114895756964,73866609711
80197117608063,19419109940
33348500404737,97313583233
59191751694955,94687291046
82165497775159,50534939429
17930212248350,20734332164
37807480399323,98321620689
54815793842573,13003694650
95660750107841,65910414804
98350280848017,50474149712
62668877819131,39219299268
31161948922058,84269573876
49341182316212,43685706708
37698948044599,59209647618
54815793842573,84054051788
36551947019119,32207097308
10583135150296,12085589211
59191751694955,86948091202
59108194804780,44695587175
80197117608063,76254298247
96252915496527,10375669601
64411873825172,27314118614
59108194804780,62945813273
82622589316584,74279379558
80509909102767,28431580722
79522914976349,25773834632
97990733908995,15249638737
93922386015918,46696393159
72465950607081,82706442835
32146474794536,54067866074
31161948922058,36500162472
79188359316833,95279165264
83278808046270,15611430163
62668877819131,53554163671
96758550393062,64280243456
49341182316212,87221634739
82622589316584,54330503131
95386174431158,33707996019
25513712398394,26808606819
38045647514401,62020381490
96758550393062,10631671945
80294934452936,59255772354
58380936692239,18932112873
25776742292783,98569289425
52353336284687,54079718555
72465950607081,17588052791
21656594657176,37581400776
37698948044599,67454839399
59191751694955,10529066428
37698948044599,57430273148
97811619447236,95835508027
94312606099957,35951771680
37698948044599,62597020495
92472164654253,53286506318
82851329951625,40575699847
24366148453943,57995919742
82851329951625,35921403523
27745130881963,54439863057
82011566347608,41298466195
82011566347608,92204315887
69595295206961,49042459086
38045647514401,79838384439
54815793842573,53047130359
74549080594929,48489519769
24213037007828,37508634692
45295288702545,44379471862
95660750107841,22433268461
82165497775159,18442065505
59191751694955,72885046758
82874747428016,82739085300
85833961954628,22469772423
61921603224803,67858330147
65012305574195,67160481459
59108194804780,35274363580
39280180505111,34978122899
29394446117338,29316280832
85443217227750,14406643449
82484311618001,67351785889
85443217227750,76490910878
54815793842573,73764576501
82165497775159,21294093021
21656594657176,70566675607
82484311618001,99791727567
74549080594929,64475301215
94312606099957,45473578423
78376027409410,53360213491
18281739518582,87532787444
46097289636674,77616098269
35810129552383,83910667036
21656594657176,78288555772
61303513933329,93918004801
33627455438980,74411939806
53902059683323,41476262087
34309540217627,87658593708
39003021370379,57782832183
92522664749144,65687270990
92522664749144,35560219022
82561615894649,21691518650
10583135150296,12594397276
96758550393062,60325430854
24366148453943,15118458649
17930212248350,89005927205
74549080594929,73759662238
80993060686527,12250211131
83278808046270,39285088887
31032450253537,40078778419
59641810724473,88851563420
55841356143005,33290534495
56114895756964,68193686451
94466310402991,81650051031
78376027409410,24110056479
27745130881963,55649958276
82561615894649,42874662118
20077990191341,72525324368
96252915496527,12168862132
40118078390691,54663299094
59108194804780,46975594316
85443217227750,61447404308
35810129552383,46032111605
92522664749144,49790621875
80993060686527,23373480395
54815793842573,76433885604
93922386015918,48410957545
72465950607081,86377189983
33627455438980,13894565601
39280180505111,29614986490
75879460602581,68103756924
21656594657176,52970535468
62749743857167,23040737484
84419120657576,19071113397
37807480399323,19661621745
82622589316584,61077837124
34309540217627,83213663774
18281739518582,26476651245
85443217227750,31473391829
96758550393062,45675698975
33627455438980,33400123600
77948010861427,98413951972
17930212248350,34726783842
97990733908995,32738046924
72940236893833,65931272926
49341182316212,81896392244
59108194804780,89900360748
80294934452936,35466629278
82622589316584,84332881942
96758550393062,82655839704
72940236893833,83182782342
21656594657176,52612148891
49341182316212,61722686422
61303513933329,77250502316
94312606099957,54074186084
29985749885620,11167557203
82874747428016,39112164143
82561615894649,61210531275
98350280848017,43422878067
10583135150296,48656612712
97990733908995,57579762686
72465950607081,29671684359
41917072548596,25729109928
37807480399323,93300572102
10583135150296,66045973337
77948010861427,86630840276
25513712398394,59570414709
10583135150296,70993336685
59641810724473,14525054029
97811619447236,49931977355
17930212248350,65926112442
79188359316833,25317383863
59191751694955,23708480278
27745130881963,25590915648
52353336284687,27853020046
82484311618001,43373762551
82622589316584,67594261729
98350280848017,28852794022
24366148453943,25799519248
72940236893833,60574284944
25513712398394,41701345367
77363555522414,38551552095
68312882938921,35392985277
97811619447236,81371127715
80197117608063,62378285814
25513712398394,40405020714
77948010861427,30570060978
29394446117338,11781085646
54815793842573,93807412613
64411873825172,27757666734
61303513933329,51725498788
62749743857167,27469810221
85443217227750,54418909227
82011566347608,55826333137
59191751694955,18867927530
82484311618001,52461553332
85833961954628,22627368092
59641810724473,49355458600
25776742292783,49814513450
96758550393062,25735727640
79522914976349,73650787834
74549080594929,17910284589
32446416049734,30552859012
31032450253537,64599926157
94466310402991,40360953721
85833961954628,83133778780
68312882938921,88403914803
36551947019119,97573236493
96758550393062,82362981633
72940236893833,42807271863
37698948044599,59042916487
79188359316833,79666037416
65012305574195,73041784856
92522664749144,14213070001
92522664749144,96596195871
96252915496527,62585033907
80197117608063,87332528538
82622589316584,26022115853
80509909102767,54554179928
97534969517714,74099372964
79522914976349,47572581779
59191751694955,92593157955
92472164654253,12108527568
18281739518582,54134980749
82622589316584,47164168052
77363555522414,10442278878
92522664749144,62760707153
83278808046270,77128011007
59108194804780,13720716618
82851329951625,85759887942
82622589316584,23018904475
24213037007828,71368514728
82622589316584,75082936603
72940236893833,70218968909
56114895756964,52482335070
14449365346203,63071988866
53902059683323,52787601548
29394446117338,94903851157
82622589316584,91012325810
92522664749144,58652614383
72465950607081,24082835239
68773749662947,33957586145
65012305574195,58624199728
33348500404737,64183658626
56114895756964,59852973731
95660750107841,25118387138
58380936692239,42638233088
95660750107841,76292542381
80197117608063,48938357463
95386174431158,36828837352
52353336284687,13131335050
72940236893833,98077256031
64411873825172,56624288882
34309540217627,90632155093
91166863731899,15178614644
59191751694955,93212464089
31032450253537,22013176367
46097289636674,65489350087
64411873825172,30345920566
29985749885620,14488450226
77363555522414,60613733721
35810129552383,68685678210
84419120657576,89318098707
74549080594929,11616857764
25776742292783,79910212360
64411873825172,14869843283
64411873825172,62972358671
32446416049734,46533758288
72940236893833,40744220201
75879460602581,31778557087
59641810724473,12607484537
94466310402991,84389228770
62749743857167,88909017599
96758550393062,34778442825
96446561698593,57451485485
77363555522414,64678306687
69595295206961,91117907889
94312606099957,10713357191
92472164654253,13150073755
14449365346203,26975901648
38045647514401,84441730561
82561615894649,89754129094
45295288702545,13311101118
31161948922058,74398148727
21656594657176,50153921282
92522664749144,40456639194
24366148453943,37783717201
25776742292783,82443960264
33627455438980,14883726733
25513712398394,45483320085
47826093703467,48775684911
18281739518582,69387812139
25776742292783,31043912204
35810129552383,73435609834
40118078390691,44441766182
59641810724473,88964614223
29985749885620,49780687156
69595295206961,64197259507
80197117608063,69789969049
34309540217627,50882197545
32146474794536,15242876081
12889672508035,70794569062
61921603224803,76768248839
53902059683323,95048312506
94823868628552,51195048823
69595295206961,58502056965
98350280848017,24771727372
53902059683323,34948616390
54815793842573,12409646402
65012305574195,32501583773
37807480399323,72253415128
96252915496527,93274421626
47826093703467,31023269947
61921603224803,93631026811
98350280848017,88386181550
82851329951625,10927522492
83278808046270,70823082216
55841356143005,39800045337
96446561698593,22708982223
36551947019119,62906099443
82561615894649,71584668816
62668877819131,64626341457
97811619447236,74360499381
65012305574195,83442498876
36165256900022,21640850500
37807480399323,55171964778
82165497775159,10921567707
82561615894649,27020767199
80509909102767,26152062636
82874747428016,23622700638
95386174431158,53045438092
53902059683323,48309471076
41917072548596,36887117563
79522914976349,65249617255
82622589316584,43026728005
95386174431158,32418995510
65584843227507,74779805814
65584843227507,92213570926
20077990191341,80860932994
75879460602581,44189402322
49341182316212,97258090438
33627455438980,17563861687
85833961954628,53493670383
52353336284687,33884544825
79522914976349,39995605824
95660750107841,52697986429
59191751694955,54918718318
40118078390691,81155604837
91166863731899,45249386269
41917072548596,57365906697
85443217227750,35443803207
65012305574195,78942141405
36165256900022,23246682658
10583135150296,47366287210
97811619447236,44512519164
82874747428016,74121886864
20077990191341,45510735679
95660750107841,16251247871
33348500404737,86939847692
82622589316584,94379874648
96446561698593,90006259328
41917072548596,67223876988
61921603224803,87359781837
98350280848017,75429128006
59641810724473,32247866860
94312606099957,80790950541
82622589316584,66938633906
62749743857167,11979795228
25513712398394,30236731179
55841356143005,95522854564
94823868628552,93459511598
61921603224803,61849465247
33627455438980,53516449510
32446416049734,91340644718
34309540217627,70767468318
62749743857167,59597865768
77363555522414,96501290161
25776742292783,53084989592
62749743857167,10560474277
19340753971102,31068161478
19340753971102,12612940889
14449365346203,84897344226
36551947019119,14062311364
25513712398394,99423540307
59641810724473,64524597259
96758550393062,26887795069
97534969517714,36696126142
40118078390691,90891556777
41418339362464,41370586307
96446561698593,66285241765
14449365346203,19606880190
47826093703467,48567773391
33348500404737,26824336904
25513712398394,34427963578
82484311618001,17192422382
47826093703467,56412839304
96252915496527,86038130276
27745130881963,90235816624
82011566347608,88474841424
24213037007828,67872139744
47826093703467,76930073622
45295288702545,77457479122
36165256900022,85382142751
31032450253537,58675571640
85443217227750,36542439077
98350280848017,37879744528
80509909102767,77830054554
36165256900022,99709710907
78376027409410,12798023789
39003021370379,96377740868
65584843227507,83256188432
14449365346203,81429158685
12889672508035,17386739492
46097289636674,64230942211
47826093703467,46813877068
31161948922058,63009218256
17930212248350,85765509843
93922386015918,37788818690
96446561698593,75479820884
33348500404737,81779982895
36165256900022,75376012119
25513712398394,89854804306
47826093703467,87710120125
19340753971102,14179316512
93922386015918,70579156214
25513712398394,24153184864
55841356143005,24812095781
41418339362464,86224277096
56114895756964,46754936041
20077990191341,47090912684
27745130881963,79333055045
33627455438980,69452746339
84419120657576,64064794845
10583135150296,28315808312
17930212248350,14716055953
37807480399323,78548194160
37698948044599,57832427253
45295288702545,26942001771
38045647514401,72477761432
19340753971102,67364439359
98350280848017,34559059162
56114895756964,64265911561
69595295206961,90890950346
32146474794536,74372600409
97811619447236,16860843796
45295288702545,61835166776
68312882938921,51011969860
41917072548596,69087126533
41418339362464,79604724905
38045647514401,96328638819
58380936692239,53855118485
47826093703467,47893752972
79188359316833,34842120371
98350280848017,24256974823
74549080594929,11147492715
39280180505111,86760157602
17930212248350,46875579513
32146474794536,32132961242
80294934452936,88370435471
69595295206961,31797713910
69595295206961,20383956553
17930212248350,77567730458
80509909102767,56630730822
59108194804780,12526808985
82561615894649,34581188228
31032450253537,44712595903
80294934452936,79260357398
82561615894649,97109507314
17930212248350,40697684591
96446561698593,91527037652
25513712398394,17062275839
85443217227750,29313626940
62749743857167,30375298923
96446561698593,29638734646
82165497775159,85909883305
62749743857167,69620154053
20077990191341,72834897377
37807480399323,31454431459
96758550393062,28987782317
19340753971102,64276887174
82851329951625,85650898348
82561615894649,82587390539
72940236893833,99411025656
35810129552383,60515590699
83278808046270,77387171957
59108194804780,44732183654
94466310402991,45364868180
39003021370379,36674683503
36165256900022,79574736364
92522664749144,51645154901
27745130881963,36700250107
25776742292783,83510346687
97990733908995,51424118819
97811619447236,87549805687
94466310402991,38278740993
94823868628552,67077232577
77363555522414,35483114057
20077990191341,97665709724
31032450253537,13963474376
72940236893833,85383626495
64411873825172,91910462912
95660750107841,66085973796
91166863731899,68990882149
37807480399323,28380425535
72465950607081,91760878425
54815793842573,59683054586
59641810724473,43333858321
19340753971102,79687615145
41917072548596,28248148323
12889672508035,86545067790
78376027409410,71446478471
94466310402991,95013091249
45295288702545,72089320990
19340753971102,16416570824
91166863731899,29090893606
65584843227507,35601832794
97534969517714,31347218498
47826093703467,44269671133
82165497775159,62925261881
49341182316212,50086383279
59641810724473,94531595341
25776742292783,87992837840
82874747428016,32933947985
80294934452936,76701223181
83278808046270,10120210680
83278808046270,11964643597
41418339362464,52393915223
65584843227507,55592651813
33348500404737,59146897294
97990733908995,71721538031
65012305574195,41831418038
61921603224803,45292898550
94312606099957,56185404896
24213037007828,11993442561
72940236893833,15137782869
29985749885620,88735693470
39280180505111,19635852399
80509909102767,28944125587
59641810724473,17509696476
68312882938921,96511618492
82874747428016,21182417653
91166863731899,33143513184
82851329951625,68300344680
19340753971102,81550002098
96252915496527,94580911540
97990733908995,46392696683
95660750107841,60237396683
77948010861427,80031940445
17930212248350,93231475925
24213037007828,85768512007
36551947019119,57057623477
37807480399323,65045738723
74549080594929,97837178320
62749743857167,17772244466
24366148453943,99954602271
85833961954628,38412108063
29394446117338,57664560790
80294934452936,38860669292
68312882938921,39537809977
84419120657576,61215341211
79522914976349,33681989039
21656594657176,22928277147
83278808046270,56184324649
94312606099957,34577563290
93922386015918,56792994409
21656594657176,58564719950
72465950607081,46333837937
62668877819131,35267123754
45295288702545,75482755646
18281739518582,91352015230
95660750107841,80113060323
39003021370379,15837804619
25513712398394,13455402411
82874747428016,19270728581
31032450253537,37395273744
72940236893833,46899675705
39280180505111,32416479733
82484311618001,70881243899
91166863731899,32265895911
77363555522414,50914677550
79188359316833,38734098503
82851329951625,35318958282
18281739518582,59964523661
29985749885620,66314637773
49341182316212,63565431530
21656594657176,96297465145
82011566347608,57262923857
62749743857167,56386050317
33627455438980,82516186865
41917072548596,87222921944
80993060686527,57045876384
55841356143005,67793029376
41418339362464,23243755057
25776742292783,92125799026
52353336284687,81643625356
40118078390691,16039048070
97990733908995,46088376222
79188359316833,19338976552
98350280848017,77285566329
33627455438980,36137768993
84419120657576,18368144523
79188359316833,49045693371
79188359316833,21915869151
33348500404737,44145717225
64411873825172,92263698934
34309540217627,58232667547
61921603224803,74224015818
20077990191341,59552671627
72465950607081,91372341637
78376027409410,14155409969
80294934452936,88479902295
74549080594929,64156621673
80197117608063,35310329747
36165256900022,58863277521
25513712398394,41657918155
33627455438980,73584586304
62668877819131,21647712200
75879460602581,36461687693
31161948922058,47855477410
47826093703467,98627221059
68773749662947,25412153852
96252915496527,61940702781
72465950607081,88962987618
68312882938921,31251290345
68312882938921,19547112587
80294934452936,75541817304
92522664749144,67415917928
95660750107841,99368714203
20077990191341,70848405302
59108194804780,52417567889
96252915496527,53283169776
24213037007828,93279806802
78376027409410,95184137707
62749743857167,38513672073
25513712398394,37827652565
78376027409410,23886410044
25513712398394,98638676419
94823868628552,11324764766
56114895756964,13521857116
72465950607081,72617038621
32146474794536,20017499021
80197117608063,77558730642
14449365346203,28749512182
20077990191341,73018196925
65012305574195,16874393641
47826093703467,54789173576
82622589316584,11728888310
72465950607081,44110486347
82484311618001,37942632325
35810129552383,21844189219
84419120657576,33509241125
33627455438980,39482013557
77363555522414,37230332641
46097289636674,85728311303
79522914976349,23259898287
36165256900022,31629268465
79522914976349,65585711957
45295288702545,39913188128
17930212248350,81353272095
80197117608063,51640622829
75879460602581,21569651061
97534969517714,29500448295
31161948922058,18498692105
12889672508035,35266727974
36165256900022,80946603325
49341182316212,53872035044
97990733908995,69690408010
31032450253537,33742077597
59641810724473,81623886445
62749743857167,18710072612
52353336284687,79374521122
55841356143005,50898139839
77948010861427,35716967694
32446416049734,51817753127
29394446117338,24143191182
82011566347608,62243963485
12889672508035,19116964058
54815793842573,81463941476
64411873825172,61189799650
58380936692239,57926243483
95660750107841,12406152367
34309540217627,41962073052
36551947019119,72240077676
59191751694955,91554626825
31161948922058,71468537653
80294934452936,33346519084
24213037007828,49796231688
79188359316833,27721175870
34309540217627,69451499817
92472164654253,85979273539
14449365346203,58276437356
39003021370379,60315825505
59641810724473,41752753732
31032450253537,82738085080
34309540217627,84399154241
96758550393062,60950497752
59108194804780,54958894864
14449365346203,51001930870
97534969517714,52439637861
79188359316833,52658895623
59641810724473,68359200296
32446416049734,72814186189
19340753971102,61837171440
94823868628552,11294272322
52353336284687,99579863935
97990733908995,76104509430
37807480399323,78131250801
53902059683323,65033984459
25776742292783,61754284689
32146474794536,11384088069
41418339362464,52834981628
58380936692239,37061525436
80509909102767,27336499986
82851329951625,26250706139
92472164654253,63230648678
25513712398394,16388437639
82165497775159,53770467784
80993060686527,99436132406
92522664749144,42019947531
84419120657576,77025342702
25776742292783,15122229115
38045647514401,61863893324
54815793842573,20928066335
74549080594929,74650910788
98350280848017,41934512990
96758550393062,56563327615
65012305574195,83322227693
29394446117338,35342106691
58380936692239,72941842435
96252915496527,78154601290
24366148453943,63147760040
24213037007828,87785561330
96252915496527,87460533024
97534969517714,28777995825
82011566347608,17843954212
61921603224803,86550035463
32146474794536,74120998597
37807480399323,85326135396
82622589316584,14637816618
69595295206961,44186059751
92522664749144,39944703379
59108194804780,64342074706
36165256900022,90058838356
75879460602581,58833557636
96758550393062,16015252609
94823868628552,73938937360
17930212248350,34686241310
77948010861427,28682359130
61303513933329,29568156042
18281739518582,12065346065
77948010861427,61270491968
25776742292783,47533336628
77363555522414,68146984878
29985749885620,52589848300
45295288702545,57747801730
18281739518582,17520522675
96446561698593,37872244033
25776742292783,21506771760
65584843227507,61617630195
93922386015918,81306050074
97534969517714,95890643190
35810129552383,43872114542
20077990191341,52403727321
92522664749144,18904050864
32146474794536,40023706351
68773749662947,97304670601
31161948922058,24426491358
36165256900022,29767831292
91166863731899,84305164081
82011566347608,69921136018
82851329951625,94376274859
58380936692239,64853294758
78376027409410,46197703667
82484311618001,10939107751
79188359316833,66306011003
33627455438980,18823544678
94823868628552,53663298928
72940236893833,84266738191
93922386015918,71593756593
61303513933329,70831465509
68773749662947,92822498647
72465950607081,89767819730
25776742292783,88426423121
82851329951625,53317662982
94312606099957,15638934373
96252915496527,16036919820
85443217227750,69993901941
91166863731899,23846931333
18281739518582,37310324197
94466310402991,48750461862
62749743857167,65137855999
80197117608063,32990399957
92522664749144,93658805980
39280180505111,32132296566
20077990191341,72564328865
95386174431158,87850064753
62668877819131,41739838703
84419120657576,66966380354
80294934452936,16584244021
95386174431158,47328448081
25776742292783,53765734820
74549080594929,33811939149
94466310402991,67243017178
20077990191341,80219206132
80993060686527,23444425329
72465950607081,44664543752
98350280848017,40986624516
82851329951625,65406595300
36551947019119,86300734383
10583135150296,63492181200
45295288702545,88293775462
82011566347608,46568227417
12889672508035,73910028295
95660750107841,46513061320
29394446117338,10905121668
35810129552383,35216138639
29394446117338,67422379507
95660750107841,80973484731
33348500404737,29070800093
82874747428016,40155281238
56114895756964,88235430360
36551947019119,44379203969
59191751694955,38066609174
49341182316212,45492723248
82851329951625,45933031067
77363555522414,48201631118
33348500404737,86854299100
82561615894649,91094767360
96758550393062,62399817110
39003021370379,45272133659
96758550393062,33024608332
27745130881963,33313831763
78376027409410,48028569653
21656594657176,75915693000
96758550393062,35651506510
46097289636674,21114989549
84419120657576,55210069725
41418339362464,57869027366
61303513933329,73036387288
17930212248350,60515071172
46097289636674,60787678339
18281739518582,60857948000
59641810724473,34316240552
92522664749144,32628617589
41418339362464,16399261984
59191751694955,97921558870
58380936692239,14087915532
96446561698593,28279570650
68773749662947,51589478841
82011566347608,52064050160
40118078390691,16385715099
29985749885620,68999963547
78376027409410,37511248225
85833961954628,42410524634
12889672508035,29439568603
65584843227507,55287016958
75879460602581,37293476194
18281739518582,98579615554
79522914976349,86206260266
14449365346203,76782977689
19340753971102,58008153673
33348500404737,95186914608
12889672508035,74842152303
21656594657176,69727809553
84419120657576,19355869687
25776742292783,91270973344
27745130881963,68205867167
32146474794536,76062700182
20077990191341,15228551524
61921603224803,74257802853
54815793842573,44547213744
62749743857167,63498055625
95386174431158,32948668102
85833961954628,41874598694
41418339362464,30239489722
52353336284687,42886556509
94823868628552,86657631415
59191751694955,21322116682
94466310402991,60339776735
