CPF,ID,papel
91719313892,955,assassino
78891622428,9506,heroi
79319340379,1429,assassino
35222416878,167,assassino
34210612154,129,assassino
77472759415,129,banqueiro
33946953804,2067,mocinha
23623723355,2059,assassino
54829232035,1809,mocinha
61577359667,161,lenhador
86864467950,2575,heroi
15511958420,4247,heroi
87920257310,10992,assassino
10563247434,10625,mocinha
21724050762,12658,heroi
52679990828,616,lenhador
66758829911,2048,mochinho
38609921218,1921,mochinho
84273763217,818,figurante
11223085298,786,figurante
29170401634,9833,mocinha
42203158722,10567,assassino
90724417702,2675,heroi
17913176350,2841,figurante
89730854374,1921,assassino
96645802364,1809,mochinho
85249197152,10590,banqueiro
50411067514,19457,banqueiro
41923281840,10567,assassino
37963161154,10647,mocinha
91531777984,167,lenhador
30963107794,2067,heroi
13411251725,1900,banqueiro
81116124351,9476,mocinha
88592393108,10559,figurante
42207129665,1433,mochinho
81338520592,2841,heroi
81414454007,161,assassino
76595152560,11081,assassino
61583136008,10559,lenhador
94069204081,2067,assassino
72383760885,10559,heroi
37115521673,322,mocinha
93418349840,671,heroi
48535430470,13654,heroi
40703209343,11544,assassino
58852328143,11635,banqueiro
11981568469,176,mochinho
45890335263,9741,heroi
16523873827,557,assassino
71430548658,120,ladrao
75812996997,14128,ladrao
15016988403,1900,heroi
72067847866,9532,mocinha
25247829740,2048,lenhador
10929352106,310,figurante
80870115573,24,heroi
51510745334,869,figurante
21296094434,9532,banqueiro
23737366991,10992,figurante
81498287090,120,mochinho
45314620667,10867,lenhador
32130597579,310,assassino
77296802668,4614,figurante
29411041689,2841,heroi
11458164982,120,assassino
20585765256,122,heroi
30826989924,10625,banqueiro
19287956323,9741,heroi
99420528183,65,assassino
35012233227,1999,heroi
21002850434,672,banqueiro
76831093040,24,lenhador
97224252968,670,banqueiro
81023424721,2575,assassino
10166936668,634,figurante
59996488632,634,ladrao
90279496623,8920,heroi
42798447861,129,assassino
95298830679,2059,ladrao
67156697337,2575,figurante
42895316380,17774,mocinha
13203198511,167,figurante
47310095892,671,assassino
51457815541,786,lenhador
68262274304,634,mochinho
32695241400,10992,heroi
97672540860,22,mocinha
70805128120,98,ladrao
66181908300,10625,ladrao
21639110588,12658,ladrao
27394325598,120,mocinha
93594891991,1538,mochinho
93818621970,24,ladrao
63245306571,2059,mochinho
33274305676,12211,figurante
23764358611,9806,mocinha
48491903027,634,lenhador
72866279004,8920,banqueiro
14847644406,786,assassino
71279771532,9506,mocinha
99965373155,869,lenhador
56080696747,9016,ladrao
47780404952,17774,mocinha
45705479281,122,heroi
38177992739,10647,mocinha
96343350857,167,banqueiro
35846581224,122,figurante
92798179394,6466,mocinha
43103930806,24,mochinho
98391002386,1574,heroi
11247177225,1809,mocinha
10719046774,557,heroi
36286786781,955,figurante
93973448473,129,mocinha
40833114729,10625,lenhador
25891758542,2675,heroi
50157172630,693,banqueiro
30080547948,9476,ladrao
10324306622,322,mochinho
16736927396,869,mochinho
89838852577,4247,mochinho
14394721750,2114,figurante
62425732288,122,mochinho
25700302432,768,ladrao
97978650347,9506,mochinho
67643542246,652,figurante
74304949986,11081,mocinha
60260088715,869,mocinha
41174951366,672,banqueiro
22297072923,616,mochinho
87574161204,10567,mocinha
79992818758,1809,assassino
33511460580,11635,heroi
41373285447,634,mochinho
71963039489,10992,banqueiro
59692209819,2059,mocinha
27919827640,1824,mocinha
61052487331,10867,figurante
78791943283,672,assassino
56949785851,10992,banqueiro
36942882625,955,assassino
33085153185,8920,ladrao
62148161642,955,mochinho
76499201773,12658,figurante
46774460630,672,lenhador
98230404925,1824,mocinha
49964917863,8920,ladrao
24056017837,671,mochinho
81657663714,1809,lenhador
37904671861,818,lenhador
25402197884,9016,heroi
64309779143,120,figurante
41309526561,24,figurante
14904042041,1574,lenhador
93928183289,2067,ladrao
32526155489,9506,figurante
58949514846,4247,figurante
91452467188,70,banqueiro
52112386896,2675,mochinho
74577019999,302,heroi
73185701125,10647,ladrao
15345315285,1999,ladrao
62175118081,2059,ladrao
66194124206,12658,banqueiro
76527183292,10590,figurante
18245499535,6466,figurante
47028322653,1433,mocinha
19845149855,1574,lenhador
59376540765,4614,mocinha
95632508007,10625,banqueiro
68243035939,1647,ladrao
93567696875,768,figurante
88174137490,19457,assassino
83908794882,1921,mochinho
57819760298,616,figurante
34446613246,12211,figurante
62697614567,176,lenhador
73866609711,652,banqueiro
19419109940,670,figurante
97313583233,10590,assassino
94687291046,425,assassino
50534939429,6466,figurante
20734332164,955,figurante
98321620689,65,heroi
13003694650,634,mochinho
65910414804,2059,ladrao
50474149712,1999,mochinho
39219299268,77,ladrao
84269573876,955,ladrao
43685706708,2575,ladrao
59209647618,2675,heroi
84054051788,9476,lenhador
32207097308,13654,heroi
12085589211,4614,figurante
86948091202,9016,ladrao
44695587175,120,banqueiro
76254298247,553,mocinha
10375669601,1824,banqueiro
27314118614,2114,figurante
62945813273,122,mochinho
74279379558,13654,banqueiro
28431580722,693,heroi
25773834632,10867,mochinho
15249638737,11081,banqueiro
46696393159,22,ladrao
82706442835,14128,assassino
54067866074,2059,banqueiro
36500162472,19457,figurante
95279165264,10867,heroi
15611430163,955,ladrao
53554163671,768,assassino
64280243456,1574,heroi
87221634739,22,banqueiro
54330503131,1574,lenhador
33707996019,9532,assassino
26808606819,2067,mochinho
62020381490,425,assassino
10631671945,2575,lenhador
59255772354,10992,mocinha
18932112873,553,figurante
98569289425,786,ladrao
54079718555,122,mocinha
17588052791,9506,mocinha
37581400776,161,heroi
67454839399,11635,lenhador
10529066428,4614,lenhador
57430273148,1538,mocinha
95835508027,10590,lenhador
35951771680,553,mocinha
62597020495,12211,assassino
53286506318,243,figurante
40575699847,1809,mocinha
57995919742,11081,assassino
35921403523,161,lenhador
54439863057,122,mochinho
41298466195,955,lenhador
92204315887,553,mochinho
49042459086,167,ladrao
79838384439,2048,ladrao
53047130359,122,figurante
48489519769,425,assassino
37508634692,17774,heroi
44379471862,19457,mocinha
22433268461,2575,heroi
18442065505,2114,figurante
72885046758,1921,mochinho
82739085300,634,assassino
22469772423,1429,assassino
67858330147,302,mocinha
67160481459,1433,assassino
35274363580,10625,mocinha
34978122899,2067,lenhador
29316280832,176,banqueiro
14406643449,671,ladrao
67351785889,672,mochinho
76490910878,243,figurante
73764576501,616,mochinho
21294093021,120,mocinha
70566675607,553,figurante
99791727567,77,assassino
64475301215,508,heroi
45473578423,1647,ladrao
53360213491,9741,assassino
87532787444,11081,assassino
77616098269,70,banqueiro
83910667036,672,assassino
78288555772,508,figurante
93918004801,557,assassino
74411939806,1809,heroi
41476262087,10867,banqueiro
87658593708,10867,ladrao
57782832183,634,mocinha
65687270990,9833,banqueiro
35560219022,9806,banqueiro
21691518650,1433,figurante
12594397276,14128,mocinha
60325430854,425,ladrao
15118458649,129,assassino
89005927205,167,assassino
73759662238,12658,banqueiro
12250211131,672,mochinho
39285088887,1809,ladrao
40078778419,122,assassino
88851563420,2841,mochinho
33290534495,10559,mochinho
68193686451,2841,lenhador
81650051031,70,mocinha
24110056479,302,mocinha
55649958276,425,assassino
42874662118,243,heroi
72525324368,1809,assassino
12168862132,24,banqueiro
54663299094,2675,figurante
46975594316,167,heroi
61447404308,2067,lenhador
46032111605,121,ladrao
49790621875,1433,heroi
23373480395,310,assassino
76433885604,2059,heroi
48410957545,671,assassino
86377189983,4247,banqueiro
13894565601,553,heroi
29614986490,4614,figurante
68103756924,553,mocinha
52970535468,671,ladrao
23040737484,1538,lenhador
19071113397,9476,mochinho
19661621745,671,lenhador
61077837124,1429,mocinha
83213663774,129,mocinha
26476651245,1647,assassino
31473391829,122,assassino
45675698975,22,assassino
33400123600,1647,lenhador
98413951972,2059,assassino
34726783842,553,mocinha
32738046924,1809,assassino
65931272926,11081,ladrao
81896392244,2067,heroi
89900360748,120,figurante
35466629278,425,ladrao
84332881942,425,lenhador
82655839704,98,assassino
83182782342,9016,figurante
52612148891,818,figurante
61722686422,616,assassino
77250502316,1921,ladrao
54074186084,1824,ladrao
11167557203,768,banqueiro
39112164143,243,banqueiro
61210531275,1809,assassino
43422878067,98,mocinha
48656612712,2114,ladrao
57579762686,10559,banqueiro
29671684359,120,mocinha
25729109928,9806,mocinha
93300572102,9506,figurante
66045973337,1574,heroi
86630840276,508,heroi
59570414709,122,banqueiro
70993336685,13654,lenhador
14525054029,786,mochinho
49931977355,24,banqueiro
65926112442,12211,heroi
25317383863,6466,heroi
23708480278,22,mochinho
25590915648,14462,figurante
27853020046,10567,figurante
43373762551,9532,assassino
67594261729,553,mocinha
28852794022,22,banqueiro
25799519248,10590,ladrao
60574284944,10647,lenhador
41701345367,14462,assassino
38551552095,671,assassino
35392985277,11635,heroi
81371127715,10867,mochinho
62378285814,310,heroi
40405020714,421,figurante
30570060978,9806,heroi
11781085646,2575,heroi
93807412613,1429,banqueiro
27757666734,11544,banqueiro
51725498788,243,lenhador
27469810221,310,assassino
54418909227,4247,figurante
55826333137,10559,banqueiro
18867927530,670,mochinho
52461553332,768,lenhador
22627368092,421,banqueiro
49355458600,9532,figurante
49814513450,553,mochinho
25735727640,19457,mochinho
73650787834,9741,assassino
17910284589,10867,mocinha
30552859012,9016,figurante
64599926157,12211,heroi
40360953721,1824,heroi
83133778780,1433,mocinha
88403914803,1809,assassino
97573236493,634,mocinha
82362981633,24,lenhador
42807271863,10590,mocinha
59042916487,322,mocinha
79666037416,4614,mochinho
73041784856,243,lenhador
14213070001,98,banqueiro
96596195871,8920,figurante
62585033907,98,mochinho
87332528538,9476,mochinho
26022115853,19457,banqueiro
54554179928,9016,lenhador
74099372964,955,banqueiro
47572581779,421,banqueiro
92593157955,1824,mocinha
12108527568,310,mochinho
54134980749,98,assassino
47164168052,1900,lenhador
10442278878,1647,assassino
62760707153,11635,mochinho
77128011007,1538,mochinho
13720716618,8920,mochinho
85759887942,77,figurante
23018904475,1538,banqueiro
71368514728,9741,heroi
75082936603,322,figurante
70218968909,12658,mochinho
52482335070,120,heroi
63071988866,98,figurante
52787601548,65,ladrao
94903851157,6466,lenhador
91012325810,322,figurante
58652614383,302,mochinho
24082835239,2067,assassino
33957586145,955,heroi
58624199728,508,figurante
64183658626,121,mocinha
59852973731,869,figurante
25118387138,616,lenhador
42638233088,1809,figurante
76292542381,425,lenhador
48938357463,2675,mocinha
36828837352,6466,heroi
13131335050,8920,mocinha
98077256031,9806,heroi
56624288882,14128,figurante
90632155093,768,lenhador
15178614644,176,mochinho
93212464089,1921,mocinha
22013176367,310,figurante
65489350087,1433,figurante
30345920566,65,assassino
14488450226,13654,mochinho
60613733721,786,figurante
68685678210,672,mocinha
89318098707,1999,figurante
11616857764,421,mochinho
79910212360,955,assassino
14869843283,98,figurante
62972358671,10559,heroi
46533758288,2841,lenhador
40744220201,1433,mocinha
31778557087,2059,mocinha
12607484537,310,mochinho
84389228770,19457,mochinho
88909017599,818,figurante
34778442825,98,lenhador
57451485485,768,assassino
64678306687,425,banqueiro
91117907889,2048,mochinho
10713357191,121,heroi
13150073755,167,mochinho
26975901648,122,mocinha
84441730561,121,heroi
89754129094,243,assassino
13311101118,4614,mochinho
74398148727,77,banqueiro
50153921282,24,heroi
40456639194,10559,ladrao
37783717201,2841,banqueiro
82443960264,70,assassino
14883726733,2841,figurante
45483320085,1921,banqueiro
48775684911,1647,mocinha
69387812139,322,mocinha
31043912204,65,mocinha
73435609834,12211,lenhador
44441766182,1433,ladrao
88964614223,553,assassino
49780687156,10559,mochinho
64197259507,11544,mochinho
69789969049,2675,figurante
50882197545,1538,figurante
15242876081,508,assassino
70794569062,10867,assassino
76768248839,2048,lenhador
95048312506,10567,banqueiro
51195048823,652,mochinho
58502056965,9476,banqueiro
24771727372,310,mochinho
34948616390,13654,banqueiro
12409646402,120,mochinho
32501583773,2114,figurante
72253415128,10559,mocinha
93274421626,13654,assassino
31023269947,786,mochinho
93631026811,14128,figurante
88386181550,8920,banqueiro
10927522492,9506,ladrao
70823082216,869,banqueiro
39800045337,2114,ladrao
22708982223,129,lenhador
62906099443,672,banqueiro
71584668816,176,ladrao
64626341457,1429,figurante
74360499381,9833,mocinha
83442498876,122,ladrao
21640850500,1809,heroi
55171964778,1429,mocinha
10921567707,9741,mocinha
27020767199,693,assassino
26152062636,557,heroi
23622700638,9016,ladrao
53045438092,22,lenhador
48309471076,10625,mochinho
36887117563,65,lenhador
65249617255,322,lenhador
43026728005,1647,lenhador
32418995510,13654,assassino
74779805814,425,ladrao
92213570926,65,banqueiro
80860932994,14128,figurante
44189402322,122,assassino
97258090438,2067,mocinha
17563861687,11635,lenhador
53493670383,8920,figurante
33884544825,10647,heroi
39995605824,9506,mocinha
52697986429,10625,mocinha
54918718318,122,figurante
81155604837,122,banqueiro
45249386269,1999,mocinha
57365906697,24,heroi
35443803207,121,mochinho
78942141405,1921,assassino
23246682658,9476,heroi
47366287210,9373,assassino
44512519164,670,ladrao
74121886864,10567,banqueiro
45510735679,1538,mochinho
16251247871,17774,mochinho
86939847692,1574,figurante
94379874648,22,assassino
90006259328,24,banqueiro
67223876988,2114,figurante
87359781837,11544,banqueiro
75429128006,11544,mochinho
32247866860,2575,lenhador
80790950541,10625,banqueiro
66938633906,10992,banqueiro
11979795228,121,figurante
30236731179,6466,heroi
95522854564,70,lenhador
93459511598,9741,lenhador
61849465247,9016,ladrao
53516449510,11544,figurante
91340644718,652,assassino
70767468318,652,banqueiro
59597865768,122,banqueiro
96501290161,70,banqueiro
53084989592,1574,lenhador
10560474277,9833,mochinho
31068161478,1824,assassino
12612940889,693,banqueiro
84897344226,1429,mochinho
14062311364,670,mochinho
99423540307,22,assassino
64524597259,243,heroi
26887795069,2841,heroi
36696126142,11081,ladrao
90891556777,1429,banqueiro
41370586307,1429,heroi
66285241765,2059,assassino
19606880190,2067,lenhador
48567773391,98,lenhador
26824336904,10590,ladrao
34427963578,302,mochinho
17192422382,9806,figurante
56412839304,10567,figurante
86038130276,10647,lenhador
90235816624,616,lenhador
88474841424,1433,mochinho
67872139744,10625,assassino
76930073622,17774,figurante
77457479122,9506,ladrao
85382142751,508,lenhador
58675571640,786,banqueiro
36542439077,161,figurante
37879744528,634,figurante
77830054554,122,heroi
99709710907,17774,mocinha
12798023789,176,figurante
96377740868,65,assassino
83256188432,9373,mochinho
81429158685,1824,banqueiro
17386739492,671,lenhador
64230942211,98,heroi
46813877068,11544,banqueiro
63009218256,1900,mochinho
85765509843,9506,figurante
37788818690,302,mocinha
75479820884,557,lenhador
81779982895,129,lenhador
75376012119,553,banqueiro
89854804306,13654,figurante
87710120125,2675,banqueiro
14179316512,19457,banqueiro
70579156214,12658,heroi
24153184864,9506,heroi
24812095781,11635,lenhador
86224277096,121,assassino
46754936041,670,heroi
47090912684,6466,lenhador
79333055045,6466,lenhador
69452746339,557,assassino
64064794845,425,banqueiro
28315808312,671,figurante
14716055953,2059,lenhador
78548194160,14128,heroi
57832427253,2059,ladrao
26942001771,1921,heroi
72477761432,508,figurante
67364439359,2675,figurante
34559059162,1921,heroi
64265911561,14128,heroi
90890950346,9476,banqueiro
74372600409,652,heroi
16860843796,616,assassino
61835166776,14128,figurante
51011969860,693,figurante
69087126533,1647,mochinho
79604724905,2059,ladrao
96328638819,10992,lenhador
53855118485,1809,ladrao
47893752972,310,ladrao
34842120371,10992,figurante
24256974823,24,banqueiro
11147492715,634,lenhador
86760157602,9532,banqueiro
46875579513,17774,banqueiro
32132961242,2841,heroi
88370435471,11081,ladrao
31797713910,120,ladrao
20383956553,322,mocinha
77567730458,11635,mocinha
56630730822,121,banqueiro
12526808985,10567,figurante
34581188228,9806,assassino
44712595903,1429,figurante
79260357398,2114,lenhador
97109507314,14128,assassino
40697684591,2675,figurante
91527037652,12658,lenhador
17062275839,161,banqueiro
29313626940,4247,mocinha
30375298923,818,heroi
29638734646,768,figurante
85909883305,2059,ladrao
69620154053,10647,ladrao
72834897377,671,banqueiro
31454431459,1433,heroi
28987782317,4247,lenhador
64276887174,2059,assassino
85650898348,65,banqueiro
82587390539,553,heroi
99411025656,8920,ladrao
60515590699,11544,figurante
77387171957,9532,assassino
44732183654,2675,ladrao
45364868180,10867,ladrao
36674683503,2575,assassino
79574736364,243,mochinho
51645154901,121,mochinho
36700250107,4614,ladrao
83510346687,10625,mochinho
51424118819,10590,mocinha
87549805687,818,assassino
38278740993,1999,assassino
67077232577,129,heroi
35483114057,10559,ladrao
97665709724,10625,ladrao
13963474376,9833,mocinha
85383626495,421,mochinho
91910462912,2067,heroi
66085973796,421,ladrao
68990882149,1921,heroi
28380425535,122,heroi
91760878425,9532,mocinha
59683054586,322,heroi
43333858321,4247,lenhador
79687615145,1999,heroi
28248148323,786,heroi
86545067790,6466,assassino
71446478471,9476,assassino
95013091249,2675,figurante
72089320990,818,ladrao
16416570824,167,figurante
29090893606,2059,ladrao
35601832794,10567,mochinho
31347218498,1429,figurante
44269671133,1809,mochinho
62925261881,1809,ladrao
50086383279,167,lenhador
94531595341,10567,figurante
87992837840,11635,assassino
32933947985,425,figurante
76701223181,98,mochinho
10120210680,10625,heroi
11964643597,9741,heroi
52393915223,10647,lenhador
55592651813,8920,heroi
59146897294,2048,banqueiro
71721538031,2841,figurante
41831418038,6466,assassino
45292898550,2067,lenhador
56185404896,65,banqueiro
11993442561,10590,assassino
15137782869,818,banqueiro
88735693470,4247,figurante
19635852399,1921,ladrao
28944125587,10625,heroi
17509696476,1574,mocinha
96511618492,1647,figurante
21182417653,1900,mocinha
33143513184,70,heroi
68300344680,243,assassino
81550002098,10992,mocinha
94580911540,24,heroi
46392696683,768,banqueiro
60237396683,634,mochinho
80031940445,818,heroi
93231475925,672,mochinho
85768512007,634,ladrao
57057623477,77,mochinho
65045738723,616,mocinha
97837178320,19457,heroi
17772244466,161,ladrao
99954602271,2059,mocinha
38412108063,302,mocinha
57664560790,2114,mocinha
38860669292,9016,mocinha
39537809977,1824,assassino
61215341211,9833,banqueiro
33681989039,77,assassino
22928277147,10992,figurante
56184324649,9833,heroi
34577563290,1900,heroi
56792994409,421,banqueiro
58564719950,70,lenhador
46333837937,2114,mocinha
35267123754,1824,assassino
75482755646,11544,mocinha
91352015230,161,mochinho
80113060323,2067,assassino
15837804619,671,mochinho
13455402411,693,lenhador
19270728581,9532,mochinho
37395273744,10567,mocinha
46899675705,672,mochinho
32416479733,77,ladrao
70881243899,161,lenhador
32265895911,818,heroi
50914677550,1999,ladrao
38734098503,9741,lenhador
35318958282,693,mocinha
59964523661,1999,lenhador
66314637773,508,banqueiro
63565431530,10867,mocinha
96297465145,553,assassino
57262923857,557,assassino
56386050317,129,assassino
82516186865,10567,mochinho
87222921944,167,figurante
57045876384,14462,banqueiro
67793029376,2048,ladrao
23243755057,10992,assassino
92125799026,10590,assassino
81643625356,8920,mochinho
16039048070,10590,ladrao
46088376222,869,heroi
19338976552,302,mochinho
77285566329,9016,lenhador
36137768993,8920,mocinha
18368144523,10647,assassino
49045693371,129,mochinho
21915869151,11081,banqueiro
44145717225,1429,mochinho
92263698934,1809,banqueiro
58232667547,122,figurante
74224015818,671,lenhador
59552671627,11081,ladrao
91372341637,693,lenhador
14155409969,9476,figurante
88479902295,955,mochinho
64156621673,2575,assassino
35310329747,9476,heroi
58863277521,129,banqueiro
41657918155,120,figurante
73584586304,10567,figurante
21647712200,10992,banqueiro
36461687693,2841,assassino
47855477410,77,mocinha
98627221059,869,heroi
25412153852,1999,heroi
61940702781,10625,lenhador
88962987618,14462,banqueiro
31251290345,634,ladrao
19547112587,1824,ladrao
75541817304,672,lenhador
67415917928,302,banqueiro
99368714203,6466,banqueiro
70848405302,1809,mochinho
52417567889,670,mochinho
53283169776,10867,ladrao
93279806802,2048,mochinho
95184137707,421,ladrao
38513672073,421,banqueiro
37827652565,955,ladrao
23886410044,425,mocinha
98638676419,10867,ladrao
11324764766,2067,mocinha
13521857116,672,heroi
72617038621,1574,banqueiro
20017499021,11544,mocinha
77558730642,10992,lenhador
28749512182,2575,assassino
73018196925,10647,lenhador
16874393641,70,lenhador
54789173576,786,heroi
11728888310,670,mocinha
44110486347,553,lenhador
37942632325,65,banqueiro
21844189219,1429,assassino
33509241125,22,banqueiro
39482013557,302,banqueiro
37230332641,671,banqueiro
85728311303,9532,mochinho
23259898287,9506,assassino
31629268465,693,mochinho
65585711957,11635,mochinho
39913188128,1429,figurante
81353272095,98,assassino
51640622829,6466,mochinho
21569651061,13654,lenhador
29500448295,1538,lenhador
18498692105,2675,mocinha
35266727974,2114,heroi
80946603325,19457,figurante
53872035044,6466,mocinha
69690408010,425,figurante
33742077597,768,mochinho
81623886445,1921,assassino
18710072612,10625,heroi
79374521122,8920,figurante
50898139839,671,mocinha
35716967694,161,figurante
51817753127,120,lenhador
24143191182,421,heroi
62243963485,322,mocinha
19116964058,176,heroi
81463941476,243,assassino
61189799650,955,figurante
57926243483,553,lenhador
12406152367,12211,lenhador
41962073052,8920,mochinho
72240077676,1999,ladrao
91554626825,14462,assassino
71468537653,14128,lenhador
33346519084,122,heroi
49796231688,1900,mocinha
27721175870,652,heroi
69451499817,10867,assassino
85979273539,671,heroi
58276437356,818,mochinho
60315825505,9016,mocinha
41752753732,1574,mocinha
82738085080,167,heroi
84399154241,2059,mochinho
60950497752,553,heroi
54958894864,243,mochinho
51001930870,1900,heroi
52439637861,10625,assassino
52658895623,616,figurante
68359200296,70,assassino
72814186189,13654,lenhador
61837171440,670,assassino
11294272322,1809,mochinho
99579863935,557,mochinho
76104509430,10567,ladrao
78131250801,17774,heroi
65033984459,14462,assassino
61754284689,19457,assassino
11384088069,2059,mocinha
52834981628,10647,mochinho
37061525436,672,ladrao
27336499986,12658,lenhador
26250706139,652,figurante
63230648678,10625,lenhador
16388437639,1429,banqueiro
53770467784,122,mochinho
99436132406,12211,lenhador
42019947531,672,ladrao
77025342702,1538,lenhador
15122229115,1824,mochinho
61863893324,768,mocinha
20928066335,19457,figurante
74650910788,508,mochinho
41934512990,9833,mocinha
56563327615,670,mocinha
83322227693,161,figurante
35342106691,652,banqueiro
72941842435,70,ladrao
78154601290,70,heroi
63147760040,4614,assassino
87785561330,1921,mocinha
87460533024,10590,assassino
28777995825,9016,ladrao
17843954212,10992,figurante
86550035463,10625,ladrao
74120998597,14128,lenhador
85326135396,2114,assassino
14637816618,11081,mochinho
44186059751,1574,heroi
39944703379,11081,mochinho
64342074706,302,mocinha
90058838356,302,assassino
58833557636,557,assassino
16015252609,9476,figurante
73938937360,120,banqueiro
34686241310,9741,mochinho
