pessoa_CPF,ator_CPF
44145731301,25948029923
57523461569,12897105341
57353480122,78193862226
69969405225,43411065669
22503437162,76615350021
47220583038,91675337925
14097416849,90590858479
29282717868,73170397472
90302581980,67901948051
78174207455,16918247000
89460646362,66667401827
18230260645,29844872888
72339335279,14054466463
26469083257,44288854453
72129454236,42635345124
47461974108,57970833340
39308273010,88543372630
69032840578,35615073789
62837009713,40046197086
55184255713,19516114403
41302998066,45365058326
24346413052,63489600331
11565521913,33969126093
19948486503,62542932132
85191029246,79287241218
14295725538,99745914179
93719919198,98519145810
54427910610,97667491343
52243698048,57902704501
18202293918,73947720309
92109380152,75414742499
13357106380,95186914608
95715470331,51371214569
83027227336,48285952325
94776348299,45465603895
58914926250,65983002799
32064136857,65211628807
83340306139,86773379378
11333455752,93398020457
82998695124,92381937735
32940413611,86319705274
27513807234,16029573601
98029675675,47005479884
67868451655,24808597724
59440214530,46239795597
37565765994,94987233397
10454507043,65933168487
41691319943,70967138339
59577062456,17086196486
65614691122,12368019931
61899283911,44745078384
84444148622,17467514774
47449114578,36116337035
36734345859,49210514833
43308401902,63822535091
91114972756,39080327262
61154066820,13872626045
77546554101,36118529805
48606181697,59959480769
11957605255,26029625293
26587243281,35649280244
27233302843,85523735013
36312171372,86939323520
61463832654,23733832977
93646312136,91444454610
26972689388,30465812765
94310490891,16891707689
10461788407,11124680282
46243101017,13013898838
54597223593,87787593670
91021338333,28137317775
19067618595,22691885247
94094835660,16437185200
31240309978,98288736587
77815516307,71320503683
11515513139,37616359218
19642220841,55561501474
46340309986,61964324153
15916105612,51374012006
74117273699,64304636961
83081378244,60869380214
69293115540,27146653013
23643620161,57896016088
15414837539,94313221695
30004532816,61430980750
73813786960,56090282835
96356240973,86203350761
32383743061,63633170296
24884594576,11252589348
98065801961,10866098397
11470509935,77585913492
31918779989,66437315946
56711116602,37384921549
55130405697,90173578236
61055964965,52764591578
39723964654,44703104220
16904821565,94824482056
15671834396,59114083464
39992523400,64348830859
99594363394,62514361322
66486423634,56139908349
29403521957,90955072813
82665373353,36597075324
13094970903,94419697689
55211152299,98208609847
73712394386,68914995613
89847403854,38398835766
27019011670,26686428270
72744894173,99861481637
21129801862,66091024285
10188304384,21352312067
45343575460,23850263806
15757917437,30615419643
98754321278,73071985984
83023349568,50687002734
43219815148,34543427731
39227128249,99287048472
60935943807,88044186758
72975592151,89406617345
68609736226,26250236645
79250392196,60157909909
43370706822,43615476454
92027322585,29034509412
66667642083,77240141912
21280715305,81719728317
82106137645,50290264189
23167028440,60686215702
40329797641,87558266481
96794726196,71520744412
24981197274,82937131911
85819587598,47590091207
64651256980,66247455599
44558354100,12078686721
41642970078,37959696032
12580545224,15615942144
12016859337,98547766365
62866223725,42923652013
32508889845,91192004295
28900037531,79546334000
64571601770,24881971695
85266015692,20261074326
29368599914,24684722048
30024760039,72183691647
88826198775,23394060249
79405435292,12249857596
48096412665,29993568953
87030020315,56934214289
48338519969,95627571800
33255686464,91199824678
27946538624,41117963430
79719861611,50260664466
26101402979,93069378905
53242905419,80975415783
81431066040,59769759280
20920243227,32208252293
99672548736,77075406191
98930516446,32779983041
88207293776,98477970509
81883153612,43322065191
91893728548,35639201324
64200967029,35010592870
77234965200,47665994352
59471737655,22037728594
83183764693,87851167817
88890215331,62529592662
99678578372,79223762398
33997228345,86413994056
79573970245,54179081734
83386398352,17148426266
78754189428,82275063256
49542256795,17723000231
70945616736,75425792543
92637242708,51559721271
55512843048,86229066410
88294506428,10183965877
88352458325,81891148406
69218890997,32475933831
55264712567,25138327631
35221446888,10245395933
52903298141,48370424779
31585953445,93438579020
33793047778,38298769793
66068892404,74960700579
11718580961,73154079940
14837316898,61485988934
41375573542,61988429244
94438890602,13073915916
35274463000,77387171957
41106016557,75120525332
95149292648,92410135843
29842443360,23000561581
47015855785,81234950143
15438373241,56249058763
90614838856,40290539927
12751844032,56689928562
50371420415,33884544825
86365186193,74084184763
25983074401,97470792993
53027143995,53010724240
28098609434,10442278878
15287385174,37758898816
60552171275,34213548859
90442094748,55441071897
63603689916,45417666006
91876384339,67026776070
61195594427,75533816203
86525084467,75798889682
62760974654,44563566405
80182431041,16921773073
24312690910,52442495265
50648227562,69521378078
86667028895,91838998391
46068637717,52368173244
12145938220,76776759982
18609311533,55814979941
89895573228,63919075582
84155736993,11999253194
30973456183,62255725322
89754392697,82518797825
55907120900,85684488389
96872852424,42968617037
46630110470,43365739268
47318732313,29442268483
64786305009,39363823534
40276710748,42469855802
57057305331,40527948956
93147585282,91772728062
44368627847,89853039890
50320370235,48992504875
17931345714,15978293822
89754591003,67557885671
85680878696,29428762642
40546534189,50176398288
47059342556,59059040497
28692138886,49407749482
48281033025,90238525112
71458390123,30371259003
36914422998,74668252125
10293410956,19441659798
12698252232,11731593740
62059224222,66426112066
86179285172,65164279119
19964182375,35763431939
25824531885,34259040159
61617803412,56330100211
63653646513,54126827936
67717143492,27605676326
91942373807,93096599777
66995040687,63451233786
13884444902,59369155553
76256674958,62249989383
40868900405,66209587597
57767398347,76651134723
64695310167,18812367862
39673482097,60245610495
90169394871,52026563266
55371982599,69087126533
64779078602,18584632945
51204107837,45675698975
29282717868,71963039489
97989611520,44732183654
71929050727,80103207930
22969735111,98753584357
76701223181,86459804525
12651438853,49133547703
34547359588,60664275241
91951752478,49445929254
63624215598,30379686088
32441374021,44404937231
80595298113,79414455113
67081873357,37184499187
25382251911,77915702879
59537494713,41856624272
32133724518,98640457390
61425235690,58833557636
25745732227,52850390151
37738322994,36328791521
71062717276,45718444484
28726095320,86445616074
50328962374,29953275286
73580488179,96858677457
45136474318,43230036305
56480729266,86572763306
96552149587,81617188810
45458014990,10234957768
32861782190,71544174998
90280168385,85781276126
19717712369,52061946744
85493958557,31743788037
54828282458,67756324716
44200582559,52941796689
67058833737,11834716824
22138443972,90177494769
39206122134,22438373044
62269070691,53070836819
57645211523,26730951644
65527116604,56945395303
74817454986,78977072785
55299348897,88477311675
61206490064,85622179518
77893155107,17519073852
25411536590,64342074706
43921154001,48992504875
26629939896,84116949075
26872271403,22905238901
61510471766,73191336305
74184929699,17880211102
49887213974,67969376903
64189633641,56879137962
37903832480,67147496913
33346520489,22272927551
52533404708,83448830533
55084934839,25929545404
50192119409,32208252293
12133109474,19500943027
13495702565,89908817669
18450167083,71112374834
86883827946,23991949267
27578836058,84280024421
56368567589,23985922695
54333084860,48906646911
65355807445,25849221754
65045569712,31750678039
36196746427,25098069878
74893346567,66541473958
67822296599,67848014904
36620869552,75082620467
74388205345,27412443932
38512726643,95127032295
93641155840,17546133228
50661803917,93277511411
37361997857,87003333017
57182410842,45413977526
40504936521,73303133813
78065627940,39575989729
95993973575,85260789968
89527469488,30526113993
30343241351,26211872074
19375307653,21680081410
75891907315,34665123563
68366492524,75966518068
98341293362,23597065973
99588161122,94436068185
16382785621,17911669950
80130902374,91337017124
44605546488,56623429378
52398085729,63049901486
37846780032,21127204327
13814613741,90716274263
84883575014,74955735577
31888749503,48872656415
21220652302,36875804080
85773709309,81491645388
71354293302,89263475557
23023924118,13785546398
27858230722,15837804619
82129583532,21096223669
68389187270,71779715671
33648794743,19543292350
96656201623,20480502445
93953911282,78757287568
72091886152,62848592505
73400514627,25923654456
21647712200,21423729741
98522137008,54815268815
46533754612,49945491796
58155146633,20978383480
16029573601,82623011885
67483582816,82158267707
94492425173,71389204401
71443836112,99168340150
57860245352,17021836667
56151431257,11380881939
43492673438,87466744686
54698361308,84607387820
59330846709,26626222554
67328990405,20063092126
77403075718,21530904310
33826884509,82162977759
27926387631,64224297102
11186599329,83996255074
74352034945,42343306286
49033833862,22617633168
48503575198,55258945053
18859096210,91452467188
85810499458,88657891285
96322621383,86977242677
26690601135,14143820479
85681580174,34226591458
38299286281,58253632032
66267604148,50047525702
39151775810,97980608388
26639322732,42923652013
96343339757,34015715712
96019634246,21801984431
28798471918,89703214620
63685695418,16675821544
58791259128,47882010993
13116603317,53967369609
41342282616,93459060885
17573869446,63783469460
91701678810,99073984519
95321997818,84193388170
35071898329,37015925512
56140533655,73463891896
59391879768,28443605494
78130405233,76933532891
97620085766,88735693470
90695054786,15255147306
58655943504,54774021603
47099090468,96513952859
81795988069,16798953939
62791419117,74121886864
72505424713,50757493324
54573089149,81840342254
32480616783,52095299302
49682432586,89828995874
87844396534,38667424655
80771393144,79936685081
82843254990,12560258519
32663992270,96530892393
34784469456,10176293630
19524577109,10524445420
27836169256,48952218882
66006550835,72564328865
63734492508,98278375804
89245049108,61997658356
47959035266,20605696860
26878404820,44513839910
64920588704,57354133861
17084061222,54530931780
36700345992,94769433788
59107503884,78515318567
45004184079,33942808644
74053662545,35615073789
40379413993,69546963737
21280715305,99009996166
24593131787,13846387690
16443494894,74668252125
86763781236,18808318189
90959991637,55731463391
90102678981,96131711339
13722267216,44882355330
72149991830,61363372659
31031734156,98028600395
88962987618,67022811770
35838665867,26425802117
98995970967,51204905722
94207743022,33427316262
55814893103,34712681843
56375825481,76018495246
44282503175,26550081923
27164977411,47006996529
75226794863,18250044297
20516819510,26466220236
88675160930,86985927944
14598711157,23198161222
31781953975,16388437639
24686694264,58282369208
93779402689,76085776722
86359793899,62264732925
76929711409,97137053485
75226794863,58153818452
96851799570,23776038733
69478068069,70286055821
52107382455,87710765030
26871581334,22054397321
64358611748,95745241607
79101498599,98775436920
43268213267,42418465766
30954417898,85542296737
76025497296,69774061416
34811927920,88601062155
69280288986,87917125282
77936326465,58381439807
15052170128,23479175005
41062680927,15170237666
92702509662,47366287210
16462248011,81514256894
84115447779,75476467594
39917821840,19093871606
23890638188,32547330270
72870331757,48220855512
97493816770,57521883852
58977213981,92184064524
26573491997,42131072582
70977967873,14883961217
69385941960,20697057411
23312629512,72912394127
26254754972,87854090284
21613013099,83658624665
33016997140,12571191648
54846020940,17844606611
53976045939,31837584476
98503593375,21314073160
55748257888,48063310851
19725805034,53127803599
48624215301,78286719296
13798278734,35604404380
30980455732,11549533529
71567626979,65452305333
12417525909,74397528639
80931016713,25663379304
56278887480,92116713977
55184579101,33503052240
21006953864,12047164167
29172237713,46208451951
51012329468,34568786969
98971528452,76547915406
25677627604,75468308607
53778180397,17908236566
83509944581,90435596008
23777183119,85857930443
22321451221,89556469931
59586064596,50049996011
63903669430,86421453918
92279844469,70042947855
19364775148,48971111374
11117696054,71109242132
92262077734,34458726228
90562649154,32233228641
72167049120,68650963017
61212929054,77231865952
18586904674,70442357859
33420192711,27510041664
52557306839,82895483540
89108016995,57400943969
73066141188,92977633552
62853485484,40161001192
27365773714,34259040159
39786360412,40712801379
93265024145,91126833811
38475610996,14188967429
41927143088,47843077100
29398764395,90997758005
22772377617,70114047982
75979523258,36639737704
53761637063,36883932495
48357801470,36212825446
91061849952,38412108063
26265556532,34040353006
75601191665,43872114542
46977081390,73586755480
14582963562,64235352965
10689360596,66485328869
68230927359,74265057532
43488383917,77085056850
39388663503,75611156351
35368231539,81891148406
18955884097,46612974365
31010766329,65344042784
23734699326,57889416281
30043681270,51687493974
38415686001,42887380265
95696300663,84997007259
77301161580,63775939791
34154118020,26701518925
74945703292,38060171279
28552181313,10348131385
74196711212,33429254184
92702509662,77885834394
36954883119,14608494774
18931161666,87177984634
93912584969,98026592362
16301463736,11528273240
75173456297,93769006135
53923585332,66966993069
68658748479,10190477786
57025145383,65650883013
81625603047,86695224561
78081824808,75458406963
43955615293,59347538929
84891917879,95070064062
90802185269,71099304737
25394423019,44450840206
46411512274,28926045497
12590488681,73609439269
68291179268,57562493223
35406794642,60664275241
19528649716,36700250107
29235404473,18954137451
65179653868,85774946869
58841643358,11915199029
38930303973,59124554532
93505272928,23014796849
33364117823,11907626054
93953264123,47690305855
10133831881,44473730327
30431314169,37965545465
44977972623,64965045713
67048740142,27608913712
66488233412,86073523083
63062802044,83574796909
88464607424,65058357432
96767909173,43994232343
81893153091,28362889722
15937588440,40086999062
83521095242,31462758533
38879440856,46179695050
42743823638,17450710132
62189130432,30403608917
70745274210,45413682963
79735229760,94102336384
17402330164,25085850461
64736961221,20237873955
46404122464,43793934845
10167727124,14023944722
26073267216,66554146352
14123568311,47111388435
17940318238,51780573114
61220614946,60452457705
68390795304,30011793254
19032545794,73256484184
61236344323,84808811561
20340854829,36446203873
46718677557,40161001192
71357753432,83959532581
58714617477,24424231367
34500552850,33187621753
53778180397,32943555977
30476438127,97048455121
48253511776,21027487185
95950237422,90662942451
31816430324,17864535033
67788941945,25102147686
14091102568,72202452301
12961493507,26868154556
31281138524,65705427288
28474687144,97069272404
77723043206,33472277350
53570870610,38090235964
49946262152,70541485870
45021810926,66181908300
88280072898,82623011885
10583886901,94108015870
53095756562,54635392214
93629197069,39955997088
24045131082,44302184493
62261700591,10011241649
47118132110,47295041870
72227002227,63873780123
34350546831,44615666719
11820540235,49597401726
40611968370,63957661933
27938956320,36277138490
86511367203,15748187084
18402295794,72357414839
67044925146,14087915532
44946701904,94310490891
93685710614,50133716319
36828119436,62760707153
31568460662,95529700053
91834991902,23018316387
91552665077,32762101069
22805748876,76977135643
12875575692,29870029531
15394239294,82054608372
78143413953,61586404592
67888961057,45746320068
78672991077,23146641471
91021695192,17379474327
47611601643,63950248861
78251318211,61172259403
97291640270,66990015353
14650339452,53801512340
72369907377,87528468484
74018744697,29005737831
57171373756,86940403827
39710445418,83471652026
97251293148,98215328594
16088868347,63332114856
65226993668,96649607696
76375356783,68337590270
66598020420,68437127369
66878586419,16429445590
69928692706,20271918357
34637604041,73546571607
93100178509,21550870625
33128844494,56200712951
70384713337,11091857747
85904822935,63890412489
48136213631,13642412732
76749510096,46513061320
35796159144,40602273896
46739026561,68935112731
74482345695,16201057101
21751172391,62397074378
74172369116,86763882529
99027952519,41670244087
23259898287,61922771411
28001860033,72329498690
97086508620,15396090069
10007615920,15766605165
12429811757,14800016959
10484141765,69540187438
19731090965,53269749765
78665308705,87953364510
29567114152,98547766365
21154395431,47988139821
96019634246,99409596815
96794218698,54797048491
69923895706,61841988879
87137811624,81656625310
19722084763,48835530312
37050479879,68937578686
88915488050,32879589456
96317309578,37232199847
79562006682,13963494199
24600936470,86641811945
47966795276,23084667034
32748177940,35433819891
83532948280,55731463391
34068655298,84343251862
14691827467,91126010693
12859921753,77415358106
52060424779,32941957944
76722812692,17856687514
37147617090,55943278530
24465688932,12048688191
57079194057,93978601697
84977564972,41025488945
94117591600,70170031938
86832291371,26690601135
50164492636,29896364352
45706742445,50288185720
25616909646,33667282641
87264892548,47650314964
81734495991,21335279028
68079335697,35399664447
91832650503,34671624744
16533806844,23717245979
57668828397,87331512903
11592855587,89815723001
68707730386,32179218671
65497505772,13476112593
24765315753,15103021560
32712943087,24537995893
52647458626,70545548394
11644335712,60526816873
53804200910,73538760466
96042799174,46416957488
41045661545,24324188957
43179157241,36821023664
60653609523,65346455666
75376012119,33192407503
85590262085,37658644695
60234811324,75138826959
38208478953,79781825396
94390325585,90859241597
78167836603,50802158538
85505200849,69073222026
34569890004,66752696061
59786886221,86687852596
99871111157,94520248371
46536753189,19667791844
38960731933,74721122854
32882023755,95712971653
88727076257,31454431459
46443924634,57517328977
17712541577,14170769906
37566125541,82231027200
33371504617,38998645188
23870475220,40835152465
99167487836,81464302889
49955041658,56211617490
87974216140,78361159689
55568070354,26694653710
53515261750,14375478918
38526404855,27536240276
66999962587,24368038500
95461977321,19338976552
52866892068,29247889064
84242772051,74304949986
48276199500,69070337307
95531728925,93981514217
20746612452,91260322161
36294946372,81108117313
48525125557,82598171805
68746552585,44138719720
93134599534,89321849276
71136263265,23904691438
59874727817,96680667276
93035082686,74548596630
84088468790,73213111612
79750828854,43526338286
80163807416,34134461654
10238319105,20517084544
55448525807,69441866075
76743786810,91497495004
41994031641,14316485488
22924992693,50584180885
52879511940,83079913439
80677239042,52187804222
56677776254,11899074046
43232551494,12274504926
14522887725,40277719010
25468240818,10255670478
93523781847,21775778884
96535446221,15054026760
67234676563,55928449971
53398002731,80733823079
81485111781,89682648544
36646255107,14795982769
37890322158,96760173929
24919212345,86928682046
66458708054,30435127005
73772712265,63598606419
96412292532,95497028722
32299639188,62055595100
18357050127,56343475573
99103804208,25716731463
36242635487,33031008920
41118202255,48142901666
53744748579,39469401885
69063155671,61536192795
99148302743,22655354721
19842974912,40174345581
18167410600,11669074256
90028604295,59161893474
83049826806,23549691794
38751311059,91258291026
42283492675,51143196221
92150570044,99109897520
30978658849,46179552830
65363898882,56685835271
57509761005,66126047029
79475907616,66999714089
36072881915,58826398395
19626095676,18426047316
58823278403,43776804270
93366973053,43618499214
60778232594,52224703564
16201057101,49157039339
29288450791,94856755397
25099233669,70892846235
97800361076,79477367827
16446746930,65525715386
50733859012,73759662238
66266696431,15692195964
99103441464,62090201667
99715419036,79360702552
74583859699,47178819830
91940681509,64230942211
96343339757,77830054554
91195487863,99509583057
92024802545,62092694434
88520886099,96599037287
85258259179,23989898664
46969807117,66116725859
96395518346,88601062155
86226485564,16289735556
51562737655,42848782949
61399563083,89364988840
96746329339,50837385552
14370565511,11117882910
57207013853,62947642634
46235052815,57685101591
96321273219,37194424847
75708360320,82045581890
61236344323,46543451253
51514349165,41207313230
66518432983,62305157260
83907290374,88059149740
43916176567,50290264189
66268311926,49881734877
23312029510,11964643597
73554718159,24388857952
86779921673,20353280727
72416626124,31920363758
84970496869,57387213254
15005090852,34256112864
94223411513,79126872520
15977088330,51408133817
22193758617,44898695548
95338700549,43488348819
18946737212,57249044510
49902788181,62022975818
58691587633,11910253291
73040863465,33731004658
65582413961,47872090972
79828044646,88892513017
78684456448,91051673853
69446319804,75165483457
34369333301,57237785628
72393070487,42342283819
21086855805,96654820342
23670059893,30669468965
66387325402,46131134242
99379368858,34253926140
73952372681,82827662888
10738101759,84428483661
63584007636,71091270071
75980979112,87137811624
21199469299,16326524217
83921632136,31456955952
79918165238,70649900867
78956784026,46955033715
58804502655,83184587746
83562368112,14275347680
48016227507,74228971343
13482598864,14741784384
70826921742,78034063807
74687032662,99507502231
56891464129,97023045528
28746907634,40561486186
61220614946,48005347823
64922049877,51226315261
52220441112,45734449181
62582072115,30041975485
43788155146,39349069240
44040872259,32675615675
88157762466,31341090221
17783409987,98499154091
50419558301,41974233725
40323070346,11834716824
36895862977,49934662720
58959446009,53468453550
12286801624,59071230418
42330967187,56539369519
23288468187,81120289775
75297337849,94303866071
39376494281,97890620415
34301866813,86689279007
59793711792,30228324276
20759132346,74809755518
85858680276,17908236566
30668784325,69312272816
27765080101,82126469442
85970364597,12624177337
65698926248,41004500245
34484844436,52777745667
30608429997,42018534255
82755256875,32712943087
36287945314,29406798132
32344220904,95079024055
45176210585,63422682628
66931563160,71844715357
81327558630,75063300379
80648184980,45368090890
58861709933,28544364535
60894426165,56249058763
33749663233,89256944480
96051183911,59165748288
70417243468,62544721928
15639603182,31972940544
41534876829,91497979592
30001057849,93279806802
34755143544,18782972637
30569069288,15289368513
24469996786,49530620755
64555138754,19855078290
30920971554,45922902681
92635799886,68120871742
20484385178,41784268094
48427607717,95106172422
18312514902,15174578598
96469594796,36037226179
85712879839,30939333090
50827607617,90122351215
99759360932,74048582438
40609923403,21893388314
73500109213,86763882529
33271799161,43776804270
14539162652,31677962547
15425921951,22954627389
80500233089,36810124506
66473904091,87402990562
17473494134,31629268465
18717163608,11434003566
61641012929,42611989988
76419669428,15152864717
90724458031,12978731865
39620404291,14606774571
18625233770,62425732288
45047359215,95148337386
88653995676,39308075524
64818623919,90122351215
40753560045,72584887606
22890767929,88527884268
40369912004,61064785199
91995101725,27254083058
26199363833,76767097420
49620562317,56539369519
56909032937,98569734839
37303113482,13598388349
33226012448,96554029932
44386795088,82803864021
27911779009,45008293155
85164078599,19372717202
12515680533,90746288069
37983810963,84428483661
90459342662,60176668268
71629107506,81180632902
51076948740,94334377837
91479662119,64841530504
28898387975,13996093311
18200441622,93370508313
14309327349,60170407021
77221457091,69066484012
14708643102,62311127810
15636055275,19037584619
10824689527,98764808556
34785556121,67113562189
99350312407,48581829512
85304132025,45153485093
78779680964,61547481664
58529827198,10599222651
73342928034,12560258519
26434282776,23444507237
51319389807,80417066790
48260829175,52264974322
52340040984,47327578044
34170995349,67917439947
61094924517,11916219453
29220747975,15118458649
83927341058,61861544277
69048066285,54745323450
98954311239,48971111374
23702280067,87847307178
69735861526,24679331450
80435298516,15748187084
91951752478,49350750216
65553358604,66032066114
97361981108,37005955211
27646443683,97837178320
38101046892,86550713740
88960705989,86992282410
30529726654,99443595803
96696359134,53162424099
63645955775,76523954005
13847924492,99072681884
92859181390,51025181819
16892505751,94088469724
55598916207,14403992971
76909084042,55078449097
69574507483,71796492123
36076613799,65954784256
78665020880,10151445130
24601926970,61401843533
88948100976,44770569723
49626802153,20102553936
31593753972,31057647909
14924248089,52318003653
69282903441,43953240235
44805735795,22680566642
49074807891,38978406515
74255696682,70402095174
92869397437,84571360283
91675337925,49376934879
14392882995,94445328056
42754048107,31097671404
38304690135,26694653710
99244504130,30995884882
80500233089,35465817986
20844946240,83285811534
45152534365,37475807695
51177906278,71446478471
29998598400,72186624407
56042788177,66012917228
99243589880,79987150111
14381852685,23472732139
16287308174,32570157674
79981215997,35536616281
61722625942,78560907416
86234388040,49643877550
60875419864,37890757638
26536307160,42067739364
83302368143,70745274210
85613965861,41297837362
11756360429,52830531622
87480129860,33017620346
17814370286,77664437089
48674131689,86532297974
72211665124,14162140986
67328990405,28542838270
46355031114,87889542083
47572581779,96519122384
22599630700,81650828396
84776716247,27205837887
14223872026,52541707786
24708948874,80921119917
43292055828,25816823833
45823503473,15696451763
52920778507,29195194859
60708761228,24832835729
87859959462,21869873430
49244879637,63238746579
39487699787,17572633906
27532291159,39950983290
30297258217,47258285209
37717492051,68423666893
10185032993,57654604144
23982968142,88652217606
54528311067,26072357230
62978191904,20976262544
93901528603,73975836455
53361943793,45662227751
59013363653,34099553698
21161664679,75222304090
43491419343,63722495952
66760258835,27933200751
85774158056,81993475469
18241328174,35069930879
13653587096,16775545748
65206330001,62588976120
53682422172,54026519583
71439663462,68199664609
30724761137,62466318874
44994294460,28727220656
15314679304,80031940445
21804069130,12464301341
72847337430,30393310897
58832047651,34156827753
53743255722,14214000069
22283227036,35493342714
60439458941,33161336794
80547380423,69066484012
99884038493,78607388008
51584260593,92151163354
87628721691,55687104005
43016352355,11900635767
68195658809,25897907340
75541817304,86154763031
39002193843,18995487214
47520332413,43570058023
23836221511,39434185310
12160959862,22980243548
94259472176,54824887469
10169974530,34475111973
43677605708,56423974614
